ISSUERTRADINGSYMBOL,RPTOWNERNAME,RPTOWNER_RELATIONSHIP,TRANS_DATE,TRANS_CODE,TRANS_SHARES,TRANS_PRICEPERSHARE,TransactionValue,alpha,beta,CAR
TSLA,Taneja Vaibhav,Officer,2022-04-05,S,100.0,1114.19,111419.0,0.0009190331324904,1.7474046615104004,-0.03716872834208021
TSLA,Taneja Vaibhav,Officer,2022-04-05,S,100.0,1115.25,111525.0,0.0009190331324904,1.7474046615104004,-0.03716872834208021
TSLA,Taneja Vaibhav,Officer,2022-04-05,S,100.0,1117.0,111700.0,0.0009190331324904,1.7474046615104004,-0.03716872834208021
TSLA,Taneja Vaibhav,Officer,2022-04-05,S,10.0,1119.23,11192.3,0.0009190331324904,1.7474046615104004,-0.03716872834208021
TSLA,Taneja Vaibhav,Officer,2022-04-05,S,300.0,1120.39,336117.00000000006,0.0009190331324904,1.7474046615104004,-0.03716872834208021
TSLA,Taneja Vaibhav,Officer,2022-04-05,S,200.0,1122.67,224534.0,0.0009190331324904,1.7474046615104004,-0.03716872834208021
TSLA,Taneja Vaibhav,Officer,2022-04-05,S,100.0,1123.84,112384.0,0.0009190331324904,1.7474046615104004,-0.03716872834208021
TSLA,Taneja Vaibhav,Officer,2022-04-05,S,300.0,1125.28,337584.0,0.0009190331324904,1.7474046615104004,-0.03716872834208021
TSLA,Taneja Vaibhav,Officer,2022-04-05,S,400.0,1127.11,450844.0,0.0009190331324904,1.7474046615104004,-0.03716872834208021
TSLA,Taneja Vaibhav,Officer,2022-04-05,S,248.0,1090.82,270523.36,0.0009190331324904,1.7474046615104004,-0.03716872834208021
TSLA,Taneja Vaibhav,Officer,2022-04-05,S,300.0,1089.7,326910.0,0.0009190331324904,1.7474046615104004,-0.03716872834208021
TSLA,Taneja Vaibhav,Officer,2022-04-05,S,42.0,1135.8,47703.6,0.0009190331324904,1.7474046615104004,-0.03716872834208021
TSLA,Taneja Vaibhav,Officer,2022-04-05,S,100.0,1133.7,113370.0,0.0009190331324904,1.7474046615104004,-0.03716872834208021
TSLA,Taneja Vaibhav,Officer,2022-04-05,S,200.0,1130.53,226106.0,0.0009190331324904,1.7474046615104004,-0.03716872834208021
TSLA,Taneja Vaibhav,Officer,2022-04-05,S,100.0,1127.7,112770.0,0.0009190331324904,1.7474046615104004,-0.03716872834208021
TSLA,Taneja Vaibhav,Officer,2022-04-05,S,400.0,1092.49,436996.0,0.0009190331324904,1.7474046615104004,-0.03716872834208021
TSLA,Taneja Vaibhav,Officer,2022-04-05,S,100.0,1093.7,109370.0,0.0009190331324904,1.7474046615104004,-0.03716872834208021
TSLA,Taneja Vaibhav,Officer,2022-04-05,S,200.0,1096.05,219210.0,0.0009190331324904,1.7474046615104004,-0.03716872834208021
VZ,Silliman Craig L.,Officer,2022-04-04,S,1558.0,52.0,81016.0,-0.0002355173854125,0.1900023546065526,0.07056109269756543
AAPL,WILLIAMS JEFFREY E,Officer,2022-04-04,S,42737.0,178.19,7615306.03,0.0009329657231901,1.2818910813248785,-0.024909191670709752
AAPL,WILLIAMS JEFFREY E,Officer,2022-04-04,S,63164.0,177.46,11209083.44,0.0009329657231901,1.2818910813248785,-0.024909191670709752
AAPL,O'BRIEN DEIRDRE,Officer,2022-04-04,S,11701.0,178.18,2084884.18,0.0009329657231901,1.2818910813248785,-0.024909191670709752
AAPL,O'BRIEN DEIRDRE,Officer,2022-04-04,S,17497.0,177.49,3105542.5300000003,0.0009329657231901,1.2818910813248785,-0.024909191670709752
V,MCINERNEY RYAN,Officer,2022-04-01,S,6467.0,223.65,1446344.55,-0.0001154406946819,1.074273586024196,0.008566697238850254
V,KELLY ALFRED F JR,"Director,Officer",2022-03-31,S,9000.0,223.91,2015190.0,-0.0001412686497764,1.0804880511443158,-0.001060035582371957
AMZN,Selipsky Adam,Officer,2022-03-30,S,34.0,3370.19,114586.46,-0.0005167728895482,1.2533898878829737,-0.022441197356810216
AMZN,Selipsky Adam,Officer,2022-03-31,S,35.0,3326.6,116431.0,-0.0004868178834297,1.2507822073472024,-0.04059495261159034
TSLA,Baglino Andrew D,Officer,2022-09-27,S,10500.0,284.01,2982105.0,0.0016209473264006,2.016326481930038,-0.1690450011272111
V,KELLY ALFRED F JR,"Director,Officer",2022-09-29,S,6000.0,180.0,1080000.0,1.2740627969980488e-05,1.05032827873025,0.004240772736362674
META,Newstead Jennifer,Officer,2022-09-27,S,342.0,137.92,47168.63999999999,-0.0022537842697018,1.8146503953563768,0.022829430621833256
ADBE,Ricks David A,Director,2022-09-27,P,1200.0,280.56,336672.0,-0.0008216862301853,1.50395087078744,0.047422913645228965
ADBE,Durn Daniel,Officer,2022-09-22,P,3250.0,288.11,936357.5,-0.0010467789190171,1.509304936096241,-0.1401020673700698
META,Newstead Jennifer,Officer,2022-09-20,S,342.0,145.77,49853.34,-0.002440826503822,1.7907665012316922,0.015601468929653866
ADBE,Garfield Mark S.,Officer,2022-09-19,S,132.0,294.54,38879.280000000006,-0.0012088635817791,1.4965462305277175,-0.16376287844625048
PYPL,Scheibe Gabrielle,Officer,2022-09-16,S,150.0,94.95,14242.5,-0.003655185821088,1.7514428125170782,0.08200214942244094
AMZN,Selipsky Adam,Officer,2022-09-15,S,160.0,129.59,20734.4,-0.0001928123449078,1.637180882995778,-0.0006764395756639931
AMZN,Selipsky Adam,Officer,2022-09-14,S,378.0,127.22,48089.16,-0.000231935315372,1.6312571592590437,-0.007144410123682769
AMZN,Selipsky Adam,Officer,2022-09-15,S,147.0,127.15,18691.05,-0.0001928123449078,1.637180882995778,-0.0006764395756639931
AMZN,Selipsky Adam,Officer,2022-09-15,S,159.0,128.21,20385.390000000003,-0.0001928123449078,1.637180882995778,-0.0006764395756639931
AMZN,Selipsky Adam,Officer,2022-09-14,S,142.0,127.97,18171.74,-0.000231935315372,1.6312571592590437,-0.007144410123682769
META,Newstead Jennifer,Officer,2022-09-13,S,342.0,161.23,55140.66,-0.0027629878732916,1.775484141215717,-0.027721188035531606
TSLA,Kirkhorn Zachary,Officer,2022-09-12,S,3750.0,300.59,1127212.5,0.002223169367767,1.9924974809140883,0.11903019670171666
MSFT,Capossela Christopher C,Officer,2022-09-12,S,5000.0,266.25,1331250.0,0.0003003646044858,1.243764452379302,-0.044302205047807644
HD,,Officer,2022-09-09,S,1000.0,300.59,300590.0,3.5551623060075185e-05,0.8317017658548745,-0.025207051131801633
TSLA,Wilson-Thompson Kathleen,Director,2022-09-08,S,26250.0,278.93,7321912.5,0.0020752228033764,1.986150536159291,0.1100468760445385
META,Newstead Jennifer,Officer,2022-09-06,S,342.0,160.06,54740.52,-0.0022165368529886,1.783587186829385,0.02979221274503393
TSLA,Taneja Vaibhav,Officer,2022-09-06,S,3755.0,269.39,1011559.45,0.0021487181627466,1.9759336798096312,0.0523361011348594
TSLA,Baglino Andrew D,Officer,2022-09-06,S,1298.5,269.39,349802.915,0.0021487181627466,1.9759336798096312,0.0523361011348594
TSLA,Kirkhorn Zachary,Officer,2022-09-06,S,7550.5,269.39,2034029.195,0.0021487181627466,1.9759336798096312,0.0523361011348594
NVDA,Dabiri John,Director,2022-09-01,S,945.0,142.06,134246.7,0.0008830761030564,2.322637271554752,-0.1400168192017967
MSFT,Hood Amy,Officer,2022-09-02,S,75351.4,259.47,19551427.758,0.000188532602297,1.2139084166464198,-0.02069714921213677
MSFT,Nadella Satya,"Director,Officer",2022-09-01,S,3295.0,260.07,856930.65,0.0002148775119731,1.2126102028752703,-0.02245175289094452
MSFT,Nadella Satya,"Director,Officer",2022-09-01,S,15471.0,256.16,3963051.36,0.0002148775119731,1.2126102028752703,-0.02245175289094452
MSFT,Nadella Satya,"Director,Officer",2022-09-01,S,9366.0,256.82,2405376.12,0.0002148775119731,1.2126102028752703,-0.02245175289094452
MSFT,Nadella Satya,"Director,Officer",2022-09-01,S,99.0,260.74,25813.26,0.0002148775119731,1.2126102028752703,-0.02245175289094452
MSFT,Nadella Satya,"Director,Officer",2022-09-01,S,14398.0,258.17,3717131.66,0.0002148775119731,1.2126102028752703,-0.02245175289094452
MSFT,Nadella Satya,"Director,Officer",2022-09-01,S,14370.0,258.93,3720824.1,0.0002148775119731,1.2126102028752703,-0.02245175289094452
META,Newstead Jennifer,Officer,2022-08-30,S,342.0,160.24,54802.08,-0.0019005648147777,1.7667323672706547,0.0746460854396503
AMZN,Selipsky Adam,Officer,2022-08-31,S,290.0,128.04,37131.6,-0.0003832049618491,1.5819011090268138,0.02349036477010807
AMZN,Selipsky Adam,Officer,2022-08-31,S,147.0,129.02,18965.94,-0.0003832049618491,1.5819011090268138,0.02349036477010807
AMZN,Selipsky Adam,Officer,2022-08-30,S,90.0,130.46,11741.4,-0.0005096726979703,1.5770884622698236,0.03907310927680384
AMZN,Selipsky Adam,Officer,2022-08-30,S,300.0,127.6,38280.0,-0.0005096726979703,1.5770884622698236,0.03907310927680384
V,KELLY ALFRED F JR,"Director,Officer",2022-08-31,S,9000.0,201.0,1809000.0,0.0004521098736739,1.090685673622494,-0.0022288364388221094
TSLA,Baglino Andrew D,Officer,2022-08-29,S,10500.0,283.0,2971500.0,0.0021054613928595,1.984292948825077,0.05475968002636801
UNH,ROOS THOMAS E,Officer,2022-08-26,S,465.0,542.37,252202.05,0.0016644474022163,0.6903124908403414,-0.012285610646161505
PG,Grabowski Mary Theresa,Officer,2022-08-26,S,10397.0,146.0,1517962.0,0.0005110649749874,0.4358950821086414,-0.05497252009675288
META,Newstead Jennifer,Officer,2022-08-23,S,342.0,162.48,55568.16,-0.0018921391783776,1.7688929528455632,0.014471178950883831
HD,Carey Matt,Officer,2022-08-22,S,12450.0,316.29,3937810.500000001,0.0001504079536691,0.8520457585912032,-0.009946839998359602
HD,Carey Matt,Officer,2022-08-22,S,200.0,314.47,62894.00000000001,0.0001504079536691,0.8520457585912032,-0.009946839998359602
PG,Davis Jennifer L.,Officer,2022-08-23,S,27809.0,147.95,4114341.55,0.0004890910724099,0.4402180279128757,-0.03025768343876575
AMZN,Herrington Douglas J,Officer,2022-08-22,S,4446.0,133.77,594741.42,-0.0004020039062551,1.5845448960197992,1.9869619420945575e-05
AMZN,Herrington Douglas J,Officer,2022-08-22,S,800.0,135.6,108480.0,-0.0004020039062551,1.5845448960197992,1.9869619420945575e-05
AMZN,Herrington Douglas J,Officer,2022-08-22,S,2202.0,134.71,296631.42000000004,-0.0004020039062551,1.5845448960197992,1.9869619420945575e-05
AMZN,Olsavsky Brian T,Officer,2022-08-22,S,16720.0,135.55,2266396.0,-0.0004020039062551,1.5845448960197992,1.9869619420945575e-05
AMZN,Zapolsky David,Officer,2022-08-22,S,4746.0,133.76,634824.96,-0.0004020039062551,1.5845448960197992,1.9869619420945575e-05
AMZN,Zapolsky David,Officer,2022-08-22,S,2614.0,134.63,351922.82,-0.0004020039062551,1.5845448960197992,1.9869619420945575e-05
AMZN,Zapolsky David,Officer,2022-08-22,S,1000.0,135.59,135590.0,-0.0004020039062551,1.5845448960197992,1.9869619420945575e-05
AMZN,Reynolds Shelley,Officer,2022-08-22,S,2036.0,133.76,272335.36,-0.0004020039062551,1.5845448960197992,1.9869619420945575e-05
AMZN,Reynolds Shelley,Officer,2022-08-22,S,1094.0,134.69,147350.86,-0.0004020039062551,1.5845448960197992,1.9869619420945575e-05
AMZN,Reynolds Shelley,Officer,2022-08-22,S,350.0,135.55,47442.50000000001,-0.0004020039062551,1.5845448960197992,1.9869619420945575e-05
AAPL,Maestri Luca,Officer,2022-08-17,S,66390.0,174.66,11595677.4,0.0007696343124695,1.2745154926854008,0.0016786944407397465
AAPL,Maestri Luca,Officer,2022-08-17,S,30345.0,175.6,5328582.0,0.0007696343124695,1.2745154926854008,0.0016786944407397465
PG,Coombe Gary A,Officer,2022-08-19,S,12930.0,149.21,1929285.3,0.000375874983541,0.4396748201546572,-0.008727454294288992
AAPL,Maestri Luca,Officer,2022-08-17,S,30345.0,175.6,5328582.0,0.0007696343124695,1.2745154926854008,0.0016786944407397465
AAPL,Maestri Luca,Officer,2022-08-17,S,66390.0,174.66,11595677.4,0.0007696343124695,1.2745154926854008,0.0016786944407397465
UNH,McMahon Dirk C,Officer,2022-08-18,S,14715.0,543.32,7994953.800000001,0.0013093496698705,0.6622910190266728,-0.005450721836417061
PG,Keith R. Alexandra,Officer,2022-08-18,S,17347.0,148.92,2583315.24,0.0003911467932044,0.4388715350370039,-0.007103282324169097
PG,Keith R. Alexandra,Officer,2022-08-18,S,1289.0,149.15,192254.35,0.0003911467932044,0.4388715350370039,-0.007103282324169097
PG,Jejurikar Shailesh,Officer,2022-08-18,S,18981.0,148.87,2825701.47,0.0003911467932044,0.4388715350370039,-0.007103282324169097
PG,Whaley Susan Street,Officer,2022-08-17,S,907.0,149.33,135442.31,0.000475117406817,0.4423717299343742,-0.0009284771775269502
PG,Pritchard Marc S.,Officer,2022-08-17,S,12228.0,149.33,1826007.24,0.000475117406817,0.4423717299343742,-0.0009284771775269502
PG,Schulten Andre,Officer,2022-08-17,S,987.0,149.33,147388.71000000002,0.000475117406817,0.4423717299343742,-0.0009284771775269502
PG,,Officer,2022-08-16,S,5000.0,150.0,750000.0,0.0004127982430348,0.4433486249619389,0.004889616313227613
PG,,Officer,2022-08-17,S,6958.0,149.33,1039038.14,0.000475117406817,0.4423717299343742,-0.0009284771775269502
PG,Aguilar Moses Victor Javier,Officer,2022-08-17,S,1067.0,149.33,159335.11000000002,0.000475117406817,0.4423717299343742,-0.0009284771775269502
PG,Francisco Ma. Fatima,Officer,2022-08-17,S,12252.0,149.33,1829591.16,0.000475117406817,0.4423717299343742,-0.0009284771775269502
PG,Davis Jennifer L.,Officer,2022-08-17,S,7621.0,149.33,1138043.9300000002,0.000475117406817,0.4423717299343742,-0.0009284771775269502
PG,Jejurikar Shailesh,Officer,2022-08-17,S,12426.0,149.33,1855574.58,0.000475117406817,0.4423717299343742,-0.0009284771775269502
PG,Grabowski Mary Theresa,Officer,2022-08-17,S,8624.0,149.33,1287821.9200000002,0.000475117406817,0.4423717299343742,-0.0009284771775269502
PG,,"Director,Officer",2022-08-17,S,767.0,149.33,114536.11000000002,0.000475117406817,0.4423717299343742,-0.0009284771775269502
PG,,"Director,Officer",2022-08-17,S,29405.0,149.33,4391048.65,0.000475117406817,0.4423717299343742,-0.0009284771775269502
PG,Keith R. Alexandra,Officer,2022-08-17,S,1080.0,149.33,161276.40000000002,0.000475117406817,0.4423717299343742,-0.0009284771775269502
PG,Keith R. Alexandra,Officer,2022-08-17,S,14530.0,149.33,2169764.9000000004,0.000475117406817,0.4423717299343742,-0.0009284771775269502
META,Wehner David M.,Officer,2022-08-15,S,1222.0,180.5,220571.0,-0.0020327219389848,1.7648460572557705,0.003105098929399969
META,Taylor Susan J.S.,Officer,2022-08-16,S,1421.0,179.31,254799.51,-0.001769990777594,1.7664223249799544,-0.028704717547732808
META,Newstead Jennifer,Officer,2022-08-16,S,669.0,179.31,119958.39,-0.001769990777594,1.7664223249799544,-0.028704717547732808
META,Olivan Javier,Officer,2022-08-15,S,11714.0,180.5,2114377.0,-0.0020327219389848,1.7648460572557705,0.003105098929399969
META,Levine Marne L.,Officer,2022-08-15,S,10253.0,180.5,1850666.5,-0.0020327219389848,1.7648460572557705,0.003105098929399969
META,Clegg Nicholas,Officer,2022-08-16,S,4459.0,179.53,800524.27,-0.001769990777594,1.7664223249799544,-0.028704717547732808
META,Clegg Nicholas,Officer,2022-08-16,S,6482.0,178.71,1158398.22,-0.001769990777594,1.7664223249799544,-0.028704717547732808
META,Clegg Nicholas,Officer,2022-08-15,S,6029.0,180.5,1088234.5,-0.0020327219389848,1.7648460572557705,0.003105098929399969
META,Bosworth Andrew,Officer,2022-08-17,S,15000.0,176.48,2647200.0,-0.0018020530044347,1.7702958342902717,-0.017580436896437145
META,Bosworth Andrew,Officer,2022-08-15,S,11718.0,180.5,2115099.0,-0.0020327219389848,1.7648460572557705,0.003105098929399969
META,Bosworth Andrew,Officer,2022-08-17,S,17428.0,176.48,3075693.44,-0.0018020530044347,1.7702958342902717,-0.017580436896437145
AMZN,Jassy Andrew R,"Director,Officer",2022-08-15,S,15148.0,141.95,2150258.6,-0.0004895098106073,1.5798315576775317,-0.0460048613643174
AMZN,Jassy Andrew R,"Director,Officer",2022-08-15,S,8272.0,142.88,1181903.36,-0.0004895098106073,1.5798315576775317,-0.0460048613643174
AMZN,Jassy Andrew R,"Director,Officer",2022-08-15,S,200.0,143.69,28738.0,-0.0004895098106073,1.5798315576775317,-0.0460048613643174
AMZN,Selipsky Adam,Officer,2022-08-15,S,100.0,143.59,14359.0,-0.0004895098106073,1.5798315576775317,-0.0460048613643174
AMZN,Selipsky Adam,Officer,2022-08-15,S,6858.0,141.99,973767.42,-0.0004895098106073,1.5798315576775317,-0.0460048613643174
AMZN,Selipsky Adam,Officer,2022-08-15,S,5362.0,142.85,765961.7,-0.0004895098106073,1.5798315576775317,-0.0460048613643174
AMZN,Selipsky Adam,Officer,2022-08-16,S,270.0,142.61,38504.7,-0.0003097831134944,1.5808141443204025,-0.03352490253372105
AMZN,Selipsky Adam,Officer,2022-08-16,S,209.0,143.51,29993.59,-0.0003097831134944,1.5808141443204025,-0.03352490253372105
AMZN,Zapolsky David,Officer,2022-08-16,S,10480.0,145.01,1519704.7999999998,-0.0003097831134944,1.5808141443204025,-0.03352490253372105
PG,Moeller Jon R,"Director,Officer",2022-08-12,S,169365.0,146.56,24822134.4,0.0004537924317024,0.4404421664275246,0.021524709673508963
PG,Moeller Jon R,"Director,Officer",2022-08-15,S,23943.0,147.86,3540211.9800000004,0.000481240747803,0.4432343495361578,0.02678015270943535
PG,Francisco Ma. Fatima,Officer,2022-08-16,S,58538.0,149.5,8751431.0,0.0004127982430348,0.4433486249619389,0.004889616313227613
PG,Francisco Ma. Fatima,Officer,2022-08-15,S,17975.0,148.0,2660300.0,0.000481240747803,0.4432343495361578,0.02678015270943535
MA,SACHIN J. MEHRA,Officer,2022-08-15,S,5000.0,360.0,1800000.0,0.000403184550645,1.1905387081333971,-0.0363092157040176
PG,Raman Sundar G.,Officer,2022-08-15,S,5181.0,148.01,766839.8099999999,0.000481240747803,0.4432343495361578,0.02678015270943535
DIS,WOODFORD BRENT,Officer,2022-08-12,S,3000.0,119.03,357090.0,-0.0020976903996488,1.007161826707072,0.11297307468105877
MA,Mastercard Foundation,TenPercentOwner,2022-08-12,S,177214.0,352.34,62439580.76,0.0004171922316167,1.1916775654232743,-0.031228342078935246
MA,Mastercard Foundation,TenPercentOwner,2022-08-11,S,177211.0,352.47,62461561.17,0.000469043627499,1.1890748451779607,-0.03206769803895175
PG,Grabowski Mary Theresa,Officer,2022-08-11,S,16000.0,147.0,2352000.0,0.0004064513282686,0.4438017111674387,0.015282083525519921
META,Newstead Jennifer,Officer,2022-08-09,S,342.0,168.75,57712.5,-0.0019419120090623,1.7655008334441271,0.06117184400557995
MA,Mastercard Foundation,TenPercentOwner,2022-08-09,S,177211.0,347.95,61660567.45,0.0003360122950434,1.182655888933119,-0.031393146811387385
MA,Mastercard Foundation,TenPercentOwner,2022-08-10,S,177211.0,353.19,62589153.09,0.0003528571301692,1.1876620870630226,-0.03766656468720275
MA,Mastercard Foundation,TenPercentOwner,2022-08-08,S,177211.0,353.14,62580292.54,0.0003027526336055,1.1821700477340078,-0.03269229693177652
TSLA,Musk Elon,"Director,Officer,TenPercentOwner",2022-08-09,S,435.0,872.47,379524.45,0.0019607078281773,1.9717945137518595,-0.07360697378321497
TSLA,Musk Elon,"Director,Officer,TenPercentOwner",2022-08-09,S,6048.0,876.63,5301858.24,0.0019607078281773,1.9717945137518595,-0.07360697378321497
TSLA,Musk Elon,"Director,Officer,TenPercentOwner",2022-08-09,S,13292.0,874.29,11621062.68,0.0019607078281773,1.9717945137518595,-0.07360697378321497
TSLA,Musk Elon,"Director,Officer,TenPercentOwner",2022-08-09,S,11779.0,864.85,10187068.15,0.0019607078281773,1.9717945137518595,-0.07360697378321497
TSLA,Musk Elon,"Director,Officer,TenPercentOwner",2022-08-09,S,29217.0,863.62,25232385.54,0.0019607078281773,1.9717945137518595,-0.07360697378321497
TSLA,Musk Elon,"Director,Officer,TenPercentOwner",2022-08-09,S,2283.0,869.21,1984406.43,0.0019607078281773,1.9717945137518595,-0.07360697378321497
TSLA,Musk Elon,"Director,Officer,TenPercentOwner",2022-08-09,S,42874.0,871.2,37351828.8,0.0019607078281773,1.9717945137518595,-0.07360697378321497
TSLA,Musk Elon,"Director,Officer,TenPercentOwner",2022-08-09,S,18630.0,838.57,15622559.1,0.0019607078281773,1.9717945137518595,-0.07360697378321497
TSLA,Musk Elon,"Director,Officer,TenPercentOwner",2022-08-09,S,8053.0,839.98,6764358.94,0.0019607078281773,1.9717945137518595,-0.07360697378321497
TSLA,Musk Elon,"Director,Officer,TenPercentOwner",2022-08-09,S,106535.0,840.89,89584216.15,0.0019607078281773,1.9717945137518595,-0.07360697378321497
TSLA,Musk Elon,"Director,Officer,TenPercentOwner",2022-08-09,S,224133.0,841.85,188686366.05,0.0019607078281773,1.9717945137518595,-0.07360697378321497
TSLA,Musk Elon,"Director,Officer,TenPercentOwner",2022-08-09,S,114286.0,842.69,96307669.34,0.0019607078281773,1.9717945137518595,-0.07360697378321497
TSLA,Musk Elon,"Director,Officer,TenPercentOwner",2022-08-09,S,114517.0,843.7,96617992.9,0.0019607078281773,1.9717945137518595,-0.07360697378321497
TSLA,Musk Elon,"Director,Officer,TenPercentOwner",2022-08-09,S,90934.0,844.82,76822861.88000001,0.0019607078281773,1.9717945137518595,-0.07360697378321497
TSLA,Musk Elon,"Director,Officer,TenPercentOwner",2022-08-09,S,124348.0,845.78,105171051.44,0.0019607078281773,1.9717945137518595,-0.07360697378321497
TSLA,Musk Elon,"Director,Officer,TenPercentOwner",2022-08-09,S,95946.0,846.67,81234599.82,0.0019607078281773,1.9717945137518595,-0.07360697378321497
TSLA,Musk Elon,"Director,Officer,TenPercentOwner",2022-08-09,S,187030.0,847.72,158549071.6,0.0019607078281773,1.9717945137518595,-0.07360697378321497
TSLA,Musk Elon,"Director,Officer,TenPercentOwner",2022-08-09,S,142968.0,848.73,121341230.64,0.0019607078281773,1.9717945137518595,-0.07360697378321497
TSLA,Musk Elon,"Director,Officer,TenPercentOwner",2022-08-09,S,455650.0,849.88,387247822.0,0.0019607078281773,1.9717945137518595,-0.07360697378321497
TSLA,Musk Elon,"Director,Officer,TenPercentOwner",2022-08-09,S,113618.0,850.62,96645743.16,0.0019607078281773,1.9717945137518595,-0.07360697378321497
TSLA,Musk Elon,"Director,Officer,TenPercentOwner",2022-08-09,S,114897.0,851.68,97855476.96,0.0019607078281773,1.9717945137518595,-0.07360697378321497
TSLA,Musk Elon,"Director,Officer,TenPercentOwner",2022-08-09,S,113022.0,852.69,96372729.18,0.0019607078281773,1.9717945137518595,-0.07360697378321497
TSLA,Musk Elon,"Director,Officer,TenPercentOwner",2022-08-09,S,136789.0,853.74,116782240.86,0.0019607078281773,1.9717945137518595,-0.07360697378321497
TSLA,Musk Elon,"Director,Officer,TenPercentOwner",2022-08-09,S,67457.0,854.71,57656172.47,0.0019607078281773,1.9717945137518595,-0.07360697378321497
TSLA,Musk Elon,"Director,Officer,TenPercentOwner",2022-08-09,S,66202.0,855.63,56644417.26,0.0019607078281773,1.9717945137518595,-0.07360697378321497
TSLA,Musk Elon,"Director,Officer,TenPercentOwner",2022-08-09,S,74948.0,856.77,64213197.96,0.0019607078281773,1.9717945137518595,-0.07360697378321497
TSLA,Musk Elon,"Director,Officer,TenPercentOwner",2022-08-09,S,49740.0,857.63,42658516.2,0.0019607078281773,1.9717945137518595,-0.07360697378321497
TSLA,Musk Elon,"Director,Officer,TenPercentOwner",2022-08-09,S,68785.0,858.84,59075309.4,0.0019607078281773,1.9717945137518595,-0.07360697378321497
TSLA,Musk Elon,"Director,Officer,TenPercentOwner",2022-08-09,S,100838.0,859.9,86710596.2,0.0019607078281773,1.9717945137518595,-0.07360697378321497
TSLA,Musk Elon,"Director,Officer,TenPercentOwner",2022-08-09,S,146968.0,860.85,126517402.8,0.0019607078281773,1.9717945137518595,-0.07360697378321497
TSLA,Musk Elon,"Director,Officer,TenPercentOwner",2022-08-09,S,97548.0,861.75,84061989.0,0.0019607078281773,1.9717945137518595,-0.07360697378321497
TSLA,Musk Elon,"Director,Officer,TenPercentOwner",2022-08-09,S,94328.0,862.82,81388084.96000001,0.0019607078281773,1.9717945137518595,-0.07360697378321497
TSLA,Musk Elon,"Director,Officer,TenPercentOwner",2022-08-09,S,6130.0,866.56,5312012.8,0.0019607078281773,1.9717945137518595,-0.07360697378321497
TSLA,Musk Elon,"Director,Officer,TenPercentOwner",2022-08-08,S,6749.0,897.88,6059792.12,0.0019157604246675,1.971478972921178,-0.05449650221566676
TSLA,Musk Elon,"Director,Officer,TenPercentOwner",2022-08-08,S,10876.0,898.84,9775783.84,0.0019157604246675,1.971478972921178,-0.05449650221566676
TSLA,Musk Elon,"Director,Officer,TenPercentOwner",2022-08-08,S,900.0,901.4,811260.0,0.0019157604246675,1.971478972921178,-0.05449650221566676
TSLA,Musk Elon,"Director,Officer,TenPercentOwner",2022-08-08,S,19745.0,900.62,17782741.9,0.0019157604246675,1.971478972921178,-0.05449650221566676
TSLA,Musk Elon,"Director,Officer,TenPercentOwner",2022-08-08,S,21310.0,899.86,19176016.6,0.0019157604246675,1.971478972921178,-0.05449650221566676
TSLA,Musk Elon,"Director,Officer,TenPercentOwner",2022-08-08,S,55272.0,881.82,48739955.04,0.0019157604246675,1.971478972921178,-0.05449650221566676
TSLA,Musk Elon,"Director,Officer,TenPercentOwner",2022-08-08,S,44748.0,882.84,39505324.32,0.0019157604246675,1.971478972921178,-0.05449650221566676
TSLA,Musk Elon,"Director,Officer,TenPercentOwner",2022-08-08,S,40594.0,883.88,35880224.72,0.0019157604246675,1.971478972921178,-0.05449650221566676
TSLA,Musk Elon,"Director,Officer,TenPercentOwner",2022-08-08,S,19565.0,884.76,17310329.4,0.0019157604246675,1.971478972921178,-0.05449650221566676
TSLA,Musk Elon,"Director,Officer,TenPercentOwner",2022-08-08,S,23154.0,886.06,20515833.24,0.0019157604246675,1.971478972921178,-0.05449650221566676
TSLA,Musk Elon,"Director,Officer,TenPercentOwner",2022-08-08,S,34676.0,886.95,30755878.200000003,0.0019157604246675,1.971478972921178,-0.05449650221566676
TSLA,Musk Elon,"Director,Officer,TenPercentOwner",2022-08-08,S,36257.0,890.78,32297010.46,0.0019157604246675,1.971478972921178,-0.05449650221566676
TSLA,Musk Elon,"Director,Officer,TenPercentOwner",2022-08-08,S,53180.0,891.78,47424860.4,0.0019157604246675,1.971478972921178,-0.05449650221566676
TSLA,Musk Elon,"Director,Officer,TenPercentOwner",2022-08-08,S,35542.0,892.86,31734030.12,0.0019157604246675,1.971478972921178,-0.05449650221566676
TSLA,Musk Elon,"Director,Officer,TenPercentOwner",2022-08-08,S,47926.0,893.88,42840092.88,0.0019157604246675,1.971478972921178,-0.05449650221566676
TSLA,Musk Elon,"Director,Officer,TenPercentOwner",2022-08-08,S,72084.0,894.84,64503646.56,0.0019157604246675,1.971478972921178,-0.05449650221566676
TSLA,Musk Elon,"Director,Officer,TenPercentOwner",2022-08-08,S,44963.0,895.79,40277405.77,0.0019157604246675,1.971478972921178,-0.05449650221566676
TSLA,Musk Elon,"Director,Officer,TenPercentOwner",2022-08-08,S,9549.0,896.56,8561251.44,0.0019157604246675,1.971478972921178,-0.05449650221566676
TSLA,Musk Elon,"Director,Officer,TenPercentOwner",2022-08-08,S,46539.0,887.75,41314997.25,0.0019157604246675,1.971478972921178,-0.05449650221566676
