ISSUERTRADINGSYMBOL,RPTOWNERNAME,RPTOWNER_RELATIONSHIP,TRANS_DATE,TRANS_CODE,TRANS_SHARES,TRANS_PRICEPERSHARE,TransactionValue,alpha,beta,CAR
PG,Janzaruk Matthew W.,Officer,2023-04-26,S,7269.0,155.77,1132292.13,-0.0003363467414269,0.5075521766642787,0.05099477104575224
PG,Janzaruk Matthew W.,Officer,2023-04-26,S,6153.0,155.77,958452.81,-0.0003363467414269,0.5075521766642787,0.05099477104575224
PG,Janzaruk Matthew W.,Officer,2023-04-26,S,275.0,155.5,42762.5,-0.0003363467414269,0.5075521766642787,0.05099477104575224
ADBE,WARNOCK JOHN E,Director,2023-04-26,S,3000.0,364.43,1093290.0,-0.000198750080268,1.391293604130568,-0.06318947421831413
PG,Coombe Gary A,Officer,2023-04-25,S,14337.0,157.0,2250909.0,-0.0003667680822427,0.5073941345709817,0.049679972699797306
DIS,WOODFORD BRENT,Officer,2023-04-25,S,1145.0,99.16,113538.2,-0.0004492394118907,1.1890803864411026,0.01820087848312712
UNH,McSweeney Erin,Officer,2023-04-25,S,761.0,494.8,376542.8,-0.0001799040498068,0.5335890371165604,-0.01700242293769553
UNH,McSweeney Erin,Officer,2023-04-21,S,1008.0,484.58,488456.64,-0.0002757267439746,0.5431617774708252,-0.06575361093593252
UNH,McSweeney Erin,Officer,2023-04-24,S,1684.0,488.46,822566.64,-0.0002010979180165,0.53421012626601,-0.03264373361405626
PG,Davis Jennifer L.,Officer,2023-04-24,S,23943.0,155.27,3717629.61,-0.0003778735747483,0.508253443295308,0.043464898545027136
PG,Schulten Andre,Officer,2023-04-24,S,8024.0,155.27,1245886.48,-0.0003778735747483,0.508253443295308,0.043464898545027136
PG,Schulten Andre,Officer,2023-04-24,S,17220.0,155.27,2673749.4000000004,-0.0003778735747483,0.508253443295308,0.043464898545027136
PG,Purushothaman Balaji,Officer,2023-04-24,S,12300.0,156.33,1922859.0,-0.0003778735747483,0.508253443295308,0.043464898545027136
PG,Keith R. Alexandra,Officer,2023-04-24,S,6762.0,156.12,1055683.44,-0.0003778735747483,0.508253443295308,0.043464898545027136
PG,Keith R. Alexandra,Officer,2023-04-24,S,1507.0,155.27,233991.89,-0.0003778735747483,0.508253443295308,0.043464898545027136
ADBE,WARNOCK JOHN E,Director,2023-04-20,S,672.0,378.94,254647.68,-5.749131113290773e-05,1.3792140382877698,-0.009418683641084018
PG,Francisco Ma. Fatima,Officer,2023-04-24,S,8000.0,156.84,1254720.0,-0.0003778735747483,0.508253443295308,0.043464898545027136
AMZN,Selipsky Adam,Officer,2023-04-19,S,255.0,104.59,26670.45,-0.0012197508826809,1.6669268383247977,0.08685199193356799
AMZN,Selipsky Adam,Officer,2023-04-20,S,289.0,103.85,30012.65,-0.00109936150558,1.6669182607361137,0.11304059430532035
AMZN,Selipsky Adam,Officer,2023-04-20,S,211.0,104.62,22074.82,-0.00109936150558,1.6669182607361137,0.11304059430532035
AMZN,Selipsky Adam,Officer,2023-04-19,S,228.0,103.04,23493.120000000003,-0.0012197508826809,1.6669268383247977,0.08685199193356799
META,Newstead Jennifer,Officer,2023-04-18,S,393.0,219.94,86436.42,0.0006768099378653,1.6835528309895642,-0.02556951486263269
AAPL,Maestri Luca,Officer,2023-04-13,S,69996.0,165.25,11566839.0,0.0001231034474745,1.318836130024509,-0.0038563147772631605
META,Newstead Jennifer,Officer,2023-04-11,S,393.0,215.84,84825.12,0.0003208173559088,1.6724478246066796,0.006436446042978706
VZ,Silliman Craig L.,Officer,2023-04-10,S,3340.0,39.21,130961.4,-0.0008872110086166,0.4174548469636663,0.0365612689994466
AAPL,Maestri Luca,Officer,2023-04-06,S,200.0,164.92,32984.0,0.0001583366859249,1.31719933711846,-0.009243875212312295
META,Newstead Jennifer,Officer,2023-04-04,S,393.0,213.12,83756.16,0.0002913842307835,1.6751577527740136,0.0034150582123861004
TSLA,Kirkhorn Zachary,Officer,2023-04-04,S,3750.0,197.31,739912.5,-0.0011824938582229,1.7211102515950425,-0.09116116175083507
AMZN,Selipsky Adam,Officer,2023-04-04,S,391.0,102.89,40229.99,-0.0012603423796394,1.6819342967895674,-0.03464668312493158
AMZN,Selipsky Adam,Officer,2023-04-04,S,129.0,103.85,13396.65,-0.0012603423796394,1.6819342967895674,-0.03464668312493158
AMZN,Selipsky Adam,Officer,2023-04-05,S,404.0,101.37,40953.48,-0.0011711622225465,1.6808163479998084,-0.005659503969837575
TSLA,Musk Kimbal,Director,2023-04-03,S,100.0,202.64,20264.0,-0.000909768833618,1.7218259077127982,-0.06332438166647641
TSLA,Musk Kimbal,Director,2023-04-03,S,2000.0,201.93,403860.0,-0.000909768833618,1.7218259077127982,-0.06332438166647641
TSLA,Musk Kimbal,Director,2023-04-03,S,3379.0,200.99,679145.2100000001,-0.000909768833618,1.7218259077127982,-0.06332438166647641
TSLA,Musk Kimbal,Director,2023-04-03,S,5800.0,200.11,1160638.0,-0.000909768833618,1.7218259077127982,-0.06332438166647641
TSLA,Musk Kimbal,Director,2023-04-03,S,600.0,198.73,119238.0,-0.000909768833618,1.7218259077127982,-0.06332438166647641
TSLA,Musk Kimbal,Director,2023-04-03,S,9588.0,197.91,1897561.08,-0.000909768833618,1.7218259077127982,-0.06332438166647641
TSLA,Musk Kimbal,Director,2023-04-03,S,9982.0,196.83,1964757.06,-0.000909768833618,1.7218259077127982,-0.06332438166647641
TSLA,Musk Kimbal,Director,2023-04-03,S,7410.0,195.64,1449692.4,-0.000909768833618,1.7218259077127982,-0.06332438166647641
TSLA,Musk Kimbal,Director,2023-04-03,S,37909.0,194.74,7382398.66,-0.000909768833618,1.7218259077127982,-0.06332438166647641
TSLA,Musk Kimbal,Director,2023-04-03,S,15186.0,193.92,2944869.12,-0.000909768833618,1.7218259077127982,-0.06332438166647641
TSLA,Musk Kimbal,Director,2023-04-03,S,8046.0,192.78,1551107.88,-0.000909768833618,1.7218259077127982,-0.06332438166647641
AMZN,Herrington Douglas J,Officer,2023-04-03,S,4000.0,102.25,409000.0,-0.0012178103254155,1.6879112869433497,-0.025045267441125986
AAPL,WILLIAMS JEFFREY E,Officer,2023-04-04,S,77430.0,166.11,12861897.3,0.000117372302403,1.3194165729840643,-0.02697265414687911
AAPL,WILLIAMS JEFFREY E,Officer,2023-04-04,S,387.0,166.62,64481.94,0.000117372302403,1.3194165729840643,-0.02697265414687911
AAPL,O'BRIEN DEIRDRE,Officer,2023-04-03,S,25958.0,165.87,4305653.46,0.0001781139611356,1.321448461254376,-0.0432792746961166
AAPL,O'BRIEN DEIRDRE,Officer,2023-04-03,S,17664.0,164.73,2909790.72,0.0001781139611356,1.321448461254376,-0.0432792746961166
AAPL,COOK TIMOTHY D,"Director,Officer",2023-04-03,S,29449.0,165.62,4877343.38,0.0001781139611356,1.321448461254376,-0.0432792746961166
AAPL,COOK TIMOTHY D,"Director,Officer",2023-04-03,S,26623.0,164.67,4384009.409999999,0.0001781139611356,1.321448461254376,-0.0432792746961166
AAPL,Adams Katherine L.,Officer,2023-04-03,S,33407.0,164.71,5502466.970000001,0.0001781139611356,1.321448461254376,-0.0432792746961166
AAPL,Adams Katherine L.,Officer,2023-04-03,S,38818.0,165.81,6436412.58,0.0001781139611356,1.321448461254376,-0.0432792746961166
TSLA,Baglino Andrew D,Officer,2023-09-27,S,10500.0,244.32,2565360.0,-0.0017732926169028,1.7381459704157507,0.07435917336958645
META,Newstead Jennifer,Officer,2023-09-26,S,670.0,297.66,199432.2,0.0026121663500539,1.6632983388687717,0.05220651837394997
AMZN,Selipsky Adam,Officer,2023-09-20,S,500.0,138.48,69240.0,-0.0002097810296011,1.4968020739277312,-0.04531207896904383
AMZN,Selipsky Adam,Officer,2023-09-21,S,500.0,131.8,65900.0,-0.0002093192115718,1.4954033444361257,-0.07796454584864906
META,Newstead Jennifer,Officer,2023-09-19,S,670.0,302.48,202661.6,0.0028403913663739,1.650555127537194,0.021888378737002875
MA,Bhalla Ajay,Officer,2023-09-20,S,2093.0,415.0,868595.0,0.000384808715616,1.0165347883190177,-0.011841500808183442
MA,Bhalla Ajay,Officer,2023-09-19,S,4000.0,416.96,1667840.0,0.0004515863341007,1.0119850182506538,-0.0080340246868917
ADBE,Garfield Mark S.,Officer,2023-09-18,S,264.0,524.7,138520.80000000002,0.0017607147906468,1.453375651767331,-0.06816654167028559
MA,Bhalla Ajay,Officer,2023-09-14,S,500.0,411.35,205675.0,0.0002627670774733,1.0160693926934743,0.004301619554526693
MA,Bhalla Ajay,Officer,2023-09-18,S,4000.0,413.88,1655520.0,0.0003845175758162,1.008342839078101,-0.006984983394646897
MA,Bhalla Ajay,Officer,2023-09-14,S,1500.0,412.68,619020.0,0.0002627670774733,1.0160693926934743,0.004301619554526693
MA,Bhalla Ajay,Officer,2023-09-14,S,1415.0,413.36,584904.4,0.0002627670774733,1.0160693926934743,0.004301619554526693
MA,Bhalla Ajay,Officer,2023-09-14,S,500.0,414.73,207365.0,0.0002627670774733,1.0160693926934743,0.004301619554526693
MA,Bhalla Ajay,Officer,2023-09-14,S,85.0,418.64,35584.4,0.0002627670774733,1.0160693926934743,0.004301619554526693
MA,Bhalla Ajay,Officer,2023-09-15,S,3368.0,411.86,1387144.48,0.0003861947920997,1.0081986937176486,-0.004530451849836089
MA,Bhalla Ajay,Officer,2023-09-15,S,33.0,413.59,13648.47,0.0003861947920997,1.0081986937176486,-0.004530451849836089
MA,Bhalla Ajay,Officer,2023-09-15,S,533.0,415.92,221685.36,0.0003861947920997,1.0081986937176486,-0.004530451849836089
MA,Bhalla Ajay,Officer,2023-09-15,S,66.0,416.87,27513.42,0.0003861947920997,1.0081986937176486,-0.004530451849836089
AMZN,Zapolsky David,Officer,2023-09-14,S,42816.0,145.13,6213886.08,-0.0007281008186081,1.5175384571420176,0.011615227167505845
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-14,S,1900.0,452.23,859237.0,0.0047248550845308,2.0764150620859256,-0.12412743038850674
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-14,S,4669.0,457.26,2134946.94,0.0047248550845308,2.0764150620859256,-0.12412743038850674
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-14,S,4237.0,454.19,1924403.03,0.0047248550845308,2.0764150620859256,-0.12412743038850674
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-14,S,1300.0,453.17,589121.0,0.0047248550845308,2.0764150620859256,-0.12412743038850674
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-14,S,3594.0,458.1,1646411.4,0.0047248550845308,2.0764150620859256,-0.12412743038850674
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-14,S,800.0,458.98,367184.0,0.0047248550845308,2.0764150620859256,-0.12412743038850674
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-14,S,7968.0,455.3,3627830.4,0.0047248550845308,2.0764150620859256,-0.12412743038850674
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-14,S,5216.0,456.14,2379226.24,0.0047248550845308,2.0764150620859256,-0.12412743038850674
V,Taneja Rajat,Officer,2023-09-13,S,15800.0,250.01,3950158.0,0.0003072518876677,0.8458921492487003,0.000626926949346321
META,Newstead Jennifer,Officer,2023-09-12,S,670.0,306.34,205247.8,0.0025420762874259,1.6842425194011672,0.029454909932568954
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-13,S,400.0,459.01,183604.0,0.0047897815399736,2.0630077337082966,-0.14632207153166527
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-13,S,200.0,445.58,89116.0,0.0047897815399736,2.0630077337082966,-0.14632207153166527
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-13,S,400.0,447.51,179004.0,0.0047897815399736,2.0630077337082966,-0.14632207153166527
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-13,S,1000.0,448.79,448790.0,0.0047897815399736,2.0630077337082966,-0.14632207153166527
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-13,S,2100.0,449.93,944853.0,0.0047897815399736,2.0630077337082966,-0.14632207153166527
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-13,S,1600.0,458.22,733152.0,0.0047897815399736,2.0630077337082966,-0.14632207153166527
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-13,S,3900.0,452.18,1763502.0,0.0047897815399736,2.0630077337082966,-0.14632207153166527
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-13,S,3939.0,453.18,1785076.02,0.0047897815399736,2.0630077337082966,-0.14632207153166527
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-13,S,3918.0,454.19,1779516.42,0.0047897815399736,2.0630077337082966,-0.14632207153166527
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-13,S,3990.0,455.12,1815928.8,0.0047897815399736,2.0630077337082966,-0.14632207153166527
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-13,S,3532.0,456.44,1612146.08,0.0047897815399736,2.0630077337082966,-0.14632207153166527
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-13,S,3109.0,457.38,1421994.42,0.0047897815399736,2.0630077337082966,-0.14632207153166527
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-13,S,1600.0,451.13,721808.0,0.0047897815399736,2.0630077337082966,-0.14632207153166527
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-12,S,3571.0,450.84,1609949.64,0.0047532241609416,2.0773934782947028,-0.1261820862540738
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-12,S,6948.0,451.9,3139801.2,0.0047532241609416,2.0773934782947028,-0.1261820862540738
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-12,S,2500.0,449.89,1124725.0,0.0047532241609416,2.0773934782947028,-0.1261820862540738
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-12,S,3764.0,448.96,1689885.44,0.0047532241609416,2.0773934782947028,-0.1261820862540738
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-12,S,200.0,446.97,89394.0,0.0047532241609416,2.0773934782947028,-0.1261820862540738
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-12,S,400.0,446.19,178476.0,0.0047532241609416,2.0773934782947028,-0.1261820862540738
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-12,S,3864.0,452.94,1750160.16,0.0047532241609416,2.0773934782947028,-0.1261820862540738
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-12,S,5200.0,453.8,2359760.0,0.0047532241609416,2.0773934782947028,-0.1261820862540738
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-12,S,1841.0,454.91,837489.31,0.0047532241609416,2.0773934782947028,-0.1261820862540738
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-12,S,1400.0,455.9,638260.0,0.0047532241609416,2.0773934782947028,-0.1261820862540738
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-11,S,4589.0,451.25,2070786.25,0.004710218955981,2.0715834024504023,-0.14098111103456348
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-11,S,3945.0,450.13,1775762.85,0.004710218955981,2.0715834024504023,-0.14098111103456348
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-11,S,900.0,452.98,407682.0,0.004710218955981,2.0715834024504023,-0.14098111103456348
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-11,S,300.0,454.56,136368.0,0.004710218955981,2.0715834024504023,-0.14098111103456348
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-11,S,100.0,456.8,45680.0,0.004710218955981,2.0715834024504023,-0.14098111103456348
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-11,S,200.0,458.27,91654.0,0.004710218955981,2.0715834024504023,-0.14098111103456348
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-11,S,600.0,459.63,275778.0,0.004710218955981,2.0715834024504023,-0.14098111103456348
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-11,S,200.0,460.41,92082.0,0.004710218955981,2.0715834024504023,-0.14098111103456348
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-11,S,49.0,461.63,22619.87,0.004710218955981,2.0715834024504023,-0.14098111103456348
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-11,S,2304.0,449.2,1034956.8,0.004710218955981,2.0715834024504023,-0.14098111103456348
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-11,S,3200.0,448.1,1433920.0,0.004710218955981,2.0715834024504023,-0.14098111103456348
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-11,S,1000.0,443.92,443920.0,0.004710218955981,2.0715834024504023,-0.14098111103456348
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-11,S,1400.0,445.16,623224.0,0.004710218955981,2.0715834024504023,-0.14098111103456348
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-11,S,5497.0,446.12,2452321.64,0.004710218955981,2.0715834024504023,-0.14098111103456348
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-11,S,3996.0,447.06,1786451.76,0.004710218955981,2.0715834024504023,-0.14098111103456348
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-11,S,1408.0,452.09,636542.72,0.004710218955981,2.0715834024504023,-0.14098111103456348
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-07,S,4097.0,462.27,1893920.19,0.0046266004529224,2.074397787790842,-0.12133182475575133
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-07,S,5800.0,457.8,2655240.0,0.0046266004529224,2.074397787790842,-0.12133182475575133
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-07,S,7571.0,456.71,3457751.41,0.0046266004529224,2.074397787790842,-0.12133182475575133
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-07,S,2226.0,455.91,1014855.66,0.0046266004529224,2.074397787790842,-0.12133182475575133
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-07,S,1426.0,454.84,648601.84,0.0046266004529224,2.074397787790842,-0.12133182475575133
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-07,S,600.0,453.74,272244.0,0.0046266004529224,2.074397787790842,-0.12133182475575133
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-07,S,1100.0,459.56,505516.0,0.0046266004529224,2.074397787790842,-0.12133182475575133
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-07,S,400.0,462.96,185184.0,0.0046266004529224,2.074397787790842,-0.12133182475575133
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-07,S,4368.0,458.77,2003907.36,0.0046266004529224,2.074397787790842,-0.12133182475575133
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-07,S,2100.0,461.3,968730.0,0.0046266004529224,2.074397787790842,-0.12133182475575133
TSLA,Taneja Vaibhav,Officer,2023-09-05,S,4000.0,250.02,1000080.0,-0.0004911034872902,1.666537722165191,0.10870169928914661
TSLA,Taneja Vaibhav,Officer,2023-09-06,S,176.75,249.62,44120.335,-0.0006791362452551,1.6689322975749967,0.1324395418615751
TSLA,Zhu Xiaotong,Officer,2023-09-06,S,1064.75,249.62,265782.895,-0.0006791362452551,1.6689322975749967,0.1324395418615751
TSLA,Baglino Andrew D,Officer,2023-09-06,S,1317.75,249.61,328923.5775,-0.0006791362452551,1.6689322975749967,0.1324395418615751
META,Newstead Jennifer,Officer,2023-09-05,S,670.0,297.45,199291.5,0.002080087764576,1.6782772987319086,0.011883189684949828
AMZN,Selipsky Adam,Officer,2023-09-05,S,500.0,137.66,68830.0,-0.00077009344449,1.52215050914753,0.04824784936946101
AMZN,Selipsky Adam,Officer,2023-09-06,S,500.0,136.12,68060.0,-0.000755877543471,1.5214638747526434,0.08227509679744704
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-06,S,100.0,485.44,48544.0,0.0045712137347115,2.060603688739527,-0.0937196293510413
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-06,S,2846.0,467.67,1330988.82,0.0045712137347115,2.060603688739527,-0.0937196293510413
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-06,S,2900.0,468.66,1359114.0,0.0045712137347115,2.060603688739527,-0.0937196293510413
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-06,S,7020.0,469.63,3296802.6,0.0045712137347115,2.060603688739527,-0.0937196293510413
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-06,S,8254.0,470.57,3884084.78,0.0045712137347115,2.060603688739527,-0.0937196293510413
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-06,S,1800.0,471.46,848628.0,0.0045712137347115,2.060603688739527,-0.0937196293510413
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-06,S,300.0,472.54,141762.0,0.0045712137347115,2.060603688739527,-0.0937196293510413
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-06,S,200.0,473.57,94714.0,0.0045712137347115,2.060603688739527,-0.0937196293510413
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-06,S,300.0,475.89,142767.0,0.0045712137347115,2.060603688739527,-0.0937196293510413
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-06,S,200.0,477.95,95590.0,0.0045712137347115,2.060603688739527,-0.0937196293510413
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-06,S,700.0,479.53,335671.0,0.0045712137347115,2.060603688739527,-0.0937196293510413
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-06,S,568.0,480.44,272889.92,0.0045712137347115,2.060603688739527,-0.0937196293510413
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-06,S,600.0,481.71,289026.0,0.0045712137347115,2.060603688739527,-0.0937196293510413
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-06,S,1400.0,482.86,676004.0,0.0045712137347115,2.060603688739527,-0.0937196293510413
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-06,S,400.0,483.46,193384.0,0.0045712137347115,2.060603688739527,-0.0937196293510413
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-06,S,500.0,484.74,242370.0,0.0045712137347115,2.060603688739527,-0.0937196293510413
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-06,S,1600.0,466.87,746992.0,0.0045712137347115,2.060603688739527,-0.0937196293510413
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-05,S,200.0,488.24,97648.0,0.0044666457472601,2.0611763057029786,-0.09887956207548274
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-01,S,2674.0,483.33,1292424.42,0.0044780953163406,2.0629677511265943,-0.14209789118530966
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-01,S,4634.0,484.41,2244755.94,0.0044780953163406,2.0629677511265943,-0.14209789118530966
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-01,S,7605.0,485.29,3690630.45,0.0044780953163406,2.0629677511265943,-0.14209789118530966
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-01,S,5575.0,486.31,2711178.25,0.0044780953163406,2.0629677511265943,-0.14209789118530966
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-01,S,2600.0,487.28,1266928.0,0.0044780953163406,2.0629677511265943,-0.14209789118530966
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-01,S,2300.0,488.38,1123274.0,0.0044780953163406,2.0629677511265943,-0.14209789118530966
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-01,S,1100.0,489.41,538351.0,0.0044780953163406,2.0629677511265943,-0.14209789118530966
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-01,S,200.0,490.62,98124.0,0.0044780953163406,2.0629677511265943,-0.14209789118530966
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-01,S,400.0,491.62,196648.0,0.0044780953163406,2.0629677511265943,-0.14209789118530966
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-01,S,600.0,492.79,295674.0,0.0044780953163406,2.0629677511265943,-0.14209789118530966
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-01,S,400.0,494.45,197780.0,0.0044780953163406,2.0629677511265943,-0.14209789118530966
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-01,S,500.0,495.63,247815.0,0.0044780953163406,2.0629677511265943,-0.14209789118530966
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-01,S,300.0,496.92,149076.0,0.0044780953163406,2.0629677511265943,-0.14209789118530966
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-01,S,100.0,497.82,49782.0,0.0044780953163406,2.0629677511265943,-0.14209789118530966
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-05,S,100.0,478.97,47897.0,0.0044666457472601,2.0611763057029786,-0.09887956207548274
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-05,S,1000.0,480.48,480480.0,0.0044666457472601,2.0611763057029786,-0.09887956207548274
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-05,S,1600.0,481.43,770288.0,0.0044666457472601,2.0611763057029786,-0.09887956207548274
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-05,S,3100.0,482.63,1496153.0,0.0044666457472601,2.0611763057029786,-0.09887956207548274
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-05,S,5100.0,483.59,2466309.0,0.0044666457472601,2.0611763057029786,-0.09887956207548274
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-05,S,6084.0,484.58,2948184.72,0.0044666457472601,2.0611763057029786,-0.09887956207548274
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-05,S,5315.0,485.61,2581017.15,0.0044666457472601,2.0611763057029786,-0.09887956207548274
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-05,S,5008.0,486.64,2437093.12,0.0044666457472601,2.0611763057029786,-0.09887956207548274
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-05,S,2181.0,487.62,1063499.22,0.0044666457472601,2.0611763057029786,-0.09887956207548274
NVDA,HUANG JEN HSUN,"Director,Officer",2023-09-01,S,700.0,482.53,337771.0,0.0044780953163406,2.0629677511265943,-0.14209789118530966
TSLA,Zhu Xiaotong,Officer,2023-09-01,S,2500.0,257.23,643075.0,-0.0006500780136168,1.6659153936716449,0.14924233839192025
JPM,Friedman Stacey,Officer,2023-09-06,S,4310.0,144.86,624346.6000000001,0.0010357380847497,0.8943372380060765,-0.025931703300556084
AMZN,Herrington Douglas J,Officer,2023-09-01,S,4000.0,139.48,557920.0,-0.0006349872983316,1.5183448090873997,0.05180068690999097
HD,McPhail Richard V,Officer,2023-09-01,S,2000.0,332.26,664520.0,-8.188818414574597e-05,1.0646429492153662,-0.001550047606332601
PYPL,Scheibe Gabrielle,Officer,2023-09-05,S,213.0,63.38,13499.94,-0.0016218625029916,1.3205864522451516,0.02799116393280227
MSFT,Hogan Kathleen T,Officer,2023-09-01,S,26814.6,327.37,8778295.602,0.0005927425351839,1.335078422741456,0.01480300033609554
MSFT,Nadella Satya,"Director,Officer",2023-09-01,S,1300.0,331.24,430612.0,0.0005927425351839,1.335078422741456,0.01480300033609554
MSFT,Nadella Satya,"Director,Officer",2023-09-01,S,6264.0,329.3,2062735.2,0.0005927425351839,1.335078422741456,0.01480300033609554
MSFT,Nadella Satya,"Director,Officer",2023-09-01,S,19241.0,328.29,6316627.890000001,0.0005927425351839,1.335078422741456,0.01480300033609554
MSFT,Nadella Satya,"Director,Officer",2023-09-01,S,10104.0,327.56,3309666.24,0.0005927425351839,1.335078422741456,0.01480300033609554
MSFT,Nadella Satya,"Director,Officer",2023-09-01,S,1325.0,330.22,437541.50000000006,0.0005927425351839,1.335078422741456,0.01480300033609554
MA,SACHIN J. MEHRA,Officer,2023-09-01,S,2100.0,412.91,867111.0,0.0003638035133427,1.002316157810063,0.017679513674822993
MA,SACHIN J. MEHRA,Officer,2023-09-01,S,3600.0,413.99,1490364.0,0.0003638035133427,1.002316157810063,0.017679513674822993
