ISSUERTRADINGSYMBOL,RPTOWNERNAME,RPTOWNER_RELATIONSHIP,TRANS_DATE,TRANS_CODE,TRANS_SHARES,TRANS_PRICEPERSHARE,TransactionValue,alpha,beta
TSLA,Taneja Vaibhav,Officer,2022-04-05,S,100.0,1115.25,111525.0,0.0009190331324904069,1.7474046615104004
TSLA,Taneja Vaibhav,Officer,2022-04-05,S,100.0,1117.0,111700.0,0.0009190331324904069,1.7474046615104004
TSLA,Taneja Vaibhav,Officer,2022-04-05,S,10.0,1119.23,11192.3,0.0009190331324904069,1.7474046615104004
TSLA,Taneja Vaibhav,Officer,2022-04-05,S,300.0,1120.39,336117.00000000006,0.0009190331324904069,1.7474046615104004
TSLA,Taneja Vaibhav,Officer,2022-04-05,S,200.0,1122.67,224534.0,0.0009190331324904069,1.7474046615104004
TSLA,Taneja Vaibhav,Officer,2022-04-05,S,100.0,1123.84,112384.0,0.0009190331324904069,1.7474046615104004
TSLA,Taneja Vaibhav,Officer,2022-04-05,S,300.0,1125.28,337584.0,0.0009190331324904069,1.7474046615104004
TSLA,Taneja Vaibhav,Officer,2022-04-05,S,400.0,1127.11,450844.0,0.0009190331324904069,1.7474046615104004
TSLA,Taneja Vaibhav,Officer,2022-04-05,S,248.0,1090.82,270523.36,0.0009190331324904069,1.7474046615104004
TSLA,Taneja Vaibhav,Officer,2022-04-05,S,300.0,1089.7,326910.0,0.0009190331324904069,1.7474046615104004
TSLA,Taneja Vaibhav,Officer,2022-04-05,S,42.0,1135.8,47703.6,0.0009190331324904069,1.7474046615104004
TSLA,Taneja Vaibhav,Officer,2022-04-05,S,100.0,1133.7,113370.0,0.0009190331324904069,1.7474046615104004
TSLA,Taneja Vaibhav,Officer,2022-04-05,S,200.0,1130.53,226106.0,0.0009190331324904069,1.7474046615104004
TSLA,Taneja Vaibhav,Officer,2022-04-05,S,100.0,1127.7,112770.0,0.0009190331324904069,1.7474046615104004
TSLA,Taneja Vaibhav,Officer,2022-04-05,S,400.0,1092.49,436996.0,0.0009190331324904069,1.7474046615104004
TSLA,Taneja Vaibhav,Officer,2022-04-05,S,100.0,1093.7,109370.0,0.0009190331324904069,1.7474046615104004
TSLA,Taneja Vaibhav,Officer,2022-04-05,S,200.0,1096.05,219210.0,0.0009190331324904069,1.7474046615104004
VZ,Silliman Craig L.,Officer,2022-04-04,S,1558.0,52.0,81016.0,-0.00023551738541252197,0.19000235460655265
AAPL,WILLIAMS JEFFREY E,Officer,2022-04-04,S,42737.0,178.19,7615306.03,0.0009329657231901974,1.2818910813248783
AAPL,WILLIAMS JEFFREY E,Officer,2022-04-04,S,63164.0,177.46,11209083.44,0.0009329657231901974,1.2818910813248783
AAPL,O'BRIEN DEIRDRE,Officer,2022-04-04,S,11701.0,178.18,2084884.18,0.0009329657231901974,1.2818910813248783
AAPL,O'BRIEN DEIRDRE,Officer,2022-04-04,S,17497.0,177.49,3105542.5300000003,0.0009329657231901974,1.2818910813248783
V,MCINERNEY RYAN,Officer,2022-04-01,S,6467.0,223.65,1446344.55,-0.00011544069468191665,1.0742735860241959
V,KELLY ALFRED F JR,"Director,Officer",2022-03-31,S,9000.0,223.91,2015190.0,-0.0001412686497764063,1.0804880511443158
AMZN,Selipsky Adam,Officer,2022-03-30,S,34.0,3370.19,114586.46,-0.0005167728895482768,1.2533898878829737
AMZN,Selipsky Adam,Officer,2022-03-31,S,35.0,3326.6,116431.0,-0.00048681788342974495,1.2507822073472024
TSLA,Baglino Andrew D,Officer,2022-09-27,S,10500.0,284.01,2982105.0,0.0016209473264006142,2.016326481930038
V,KELLY ALFRED F JR,"Director,Officer",2022-09-29,S,6000.0,180.0,1080000.0,1.2740627969980488e-05,1.05032827873025
META,Newstead Jennifer,Officer,2022-09-27,S,342.0,137.92,47168.63999999999,-0.0022537842697018043,1.8146503953563768
ADBE,Ricks David A,Director,2022-09-27,P,1200.0,280.56,336672.0,-0.0008216862301853763,1.50395087078744
ADBE,Durn Daniel,Officer,2022-09-22,P,3250.0,288.11,936357.5,-0.0010467789190171583,1.509304936096241
META,Newstead Jennifer,Officer,2022-09-20,S,342.0,145.77,49853.34,-0.0024408265038220363,1.7907665012316922
ADBE,Garfield Mark S.,Officer,2022-09-19,S,132.0,294.54,38879.280000000006,-0.0012088635817791348,1.4965462305277177
PYPL,Scheibe Gabrielle,Officer,2022-09-16,S,150.0,94.95,14242.5,-0.0036551858210880977,1.7514428125170782
AMZN,Selipsky Adam,Officer,2022-09-15,S,160.0,129.59,20734.4,-0.00019281234490788453,1.637180882995778
AMZN,Selipsky Adam,Officer,2022-09-14,S,378.0,127.22,48089.16,-0.00023193531537205804,1.6312571592590437
AMZN,Selipsky Adam,Officer,2022-09-15,S,147.0,127.15,18691.05,-0.00019281234490788453,1.637180882995778
AMZN,Selipsky Adam,Officer,2022-09-15,S,159.0,128.21,20385.390000000003,-0.00019281234490788453,1.637180882995778
AMZN,Selipsky Adam,Officer,2022-09-14,S,142.0,127.97,18171.74,-0.00023193531537205804,1.6312571592590437
META,Newstead Jennifer,Officer,2022-09-13,S,342.0,161.23,55140.66,-0.0027629878732916727,1.775484141215717
TSLA,Kirkhorn Zachary,Officer,2022-09-12,S,3750.0,300.59,1127212.5,0.0022231693677670686,1.9924974809140885
MSFT,Capossela Christopher C,Officer,2022-09-12,S,5000.0,266.25,1331250.0,0.0003003646044858291,1.243764452379302
HD,,Officer,2022-09-09,S,1000.0,300.59,300590.0,3.5551623060075185e-05,0.8317017658548745
TSLA,Wilson-Thompson Kathleen,Director,2022-09-08,S,26250.0,278.93,7321912.5,0.0020752228033764056,1.986150536159291
META,Newstead Jennifer,Officer,2022-09-06,S,342.0,160.06,54740.52,-0.002216536852988601,1.7835871868293853
TSLA,Taneja Vaibhav,Officer,2022-09-06,S,3755.0,269.39,1011559.45,0.002148718162746666,1.9759336798096312
TSLA,Baglino Andrew D,Officer,2022-09-06,S,1298.5,269.39,349802.915,0.002148718162746666,1.9759336798096312
TSLA,Kirkhorn Zachary,Officer,2022-09-06,S,7550.5,269.39,2034029.195,0.002148718162746666,1.9759336798096312
NVDA,Dabiri John,Director,2022-09-01,S,945.0,142.06,134246.7,0.0008830761030564074,2.322637271554752
MSFT,Hood Amy,Officer,2022-09-02,S,75351.4,259.47,19551427.758,0.00018853260229700322,1.2139084166464198
MSFT,Nadella Satya,"Director,Officer",2022-09-01,S,3295.0,260.07,856930.65,0.00021487751197313395,1.2126102028752703
MSFT,Nadella Satya,"Director,Officer",2022-09-01,S,15471.0,256.16,3963051.36,0.00021487751197313395,1.2126102028752703
MSFT,Nadella Satya,"Director,Officer",2022-09-01,S,9366.0,256.82,2405376.12,0.00021487751197313395,1.2126102028752703
MSFT,Nadella Satya,"Director,Officer",2022-09-01,S,99.0,260.74,25813.26,0.00021487751197313395,1.2126102028752703
MSFT,Nadella Satya,"Director,Officer",2022-09-01,S,14398.0,258.17,3717131.66,0.00021487751197313395,1.2126102028752703
MSFT,Nadella Satya,"Director,Officer",2022-09-01,S,14370.0,258.93,3720824.1,0.00021487751197313395,1.2126102028752703
META,Newstead Jennifer,Officer,2022-08-30,S,342.0,160.24,54802.08,-0.0019005648147777975,1.7667323672706547
AMZN,Selipsky Adam,Officer,2022-08-31,S,290.0,128.04,37131.6,-0.00038320496184913354,1.5819011090268138
AMZN,Selipsky Adam,Officer,2022-08-31,S,147.0,129.02,18965.94,-0.00038320496184913354,1.5819011090268138
AMZN,Selipsky Adam,Officer,2022-08-30,S,90.0,130.46,11741.4,-0.0005096726979703137,1.5770884622698236
AMZN,Selipsky Adam,Officer,2022-08-30,S,300.0,127.6,38280.0,-0.0005096726979703137,1.5770884622698236
V,KELLY ALFRED F JR,"Director,Officer",2022-08-31,S,9000.0,201.0,1809000.0,0.0004521098736739879,1.0906856736224941
TSLA,Baglino Andrew D,Officer,2022-08-29,S,10500.0,283.0,2971500.0,0.0021054613928595894,1.9842929488250771
UNH,ROOS THOMAS E,Officer,2022-08-26,S,465.0,542.37,252202.05,0.0016644474022163508,0.6903124908403414
PG,Grabowski Mary Theresa,Officer,2022-08-26,S,10397.0,146.0,1517962.0,0.0005110649749874843,0.4358950821086414
META,Newstead Jennifer,Officer,2022-08-23,S,342.0,162.48,55568.16,-0.0018921391783776188,1.7688929528455632
HD,Carey Matt,Officer,2022-08-22,S,12450.0,316.29,3937810.500000001,0.00015040795366915802,0.8520457585912032
HD,Carey Matt,Officer,2022-08-22,S,200.0,314.47,62894.00000000001,0.00015040795366915802,0.8520457585912032
PG,Davis Jennifer L.,Officer,2022-08-23,S,27809.0,147.95,4114341.55,0.0004890910724099147,0.4402180279128757
AMZN,Herrington Douglas J,Officer,2022-08-22,S,4446.0,133.77,594741.42,-0.00040200390625518245,1.5845448960197992
AMZN,Herrington Douglas J,Officer,2022-08-22,S,800.0,135.6,108480.0,-0.00040200390625518245,1.5845448960197992
AMZN,Herrington Douglas J,Officer,2022-08-22,S,2202.0,134.71,296631.42000000004,-0.00040200390625518245,1.5845448960197992
AMZN,Olsavsky Brian T,Officer,2022-08-22,S,16720.0,135.55,2266396.0,-0.00040200390625518245,1.5845448960197992
AMZN,Zapolsky David,Officer,2022-08-22,S,4746.0,133.76,634824.96,-0.00040200390625518245,1.5845448960197992
AMZN,Zapolsky David,Officer,2022-08-22,S,2614.0,134.63,351922.82,-0.00040200390625518245,1.5845448960197992
AMZN,Zapolsky David,Officer,2022-08-22,S,1000.0,135.59,135590.0,-0.00040200390625518245,1.5845448960197992
AMZN,Reynolds Shelley,Officer,2022-08-22,S,2036.0,133.76,272335.36,-0.00040200390625518245,1.5845448960197992
AMZN,Reynolds Shelley,Officer,2022-08-22,S,1094.0,134.69,147350.86,-0.00040200390625518245,1.5845448960197992
AMZN,Reynolds Shelley,Officer,2022-08-22,S,350.0,135.55,47442.50000000001,-0.00040200390625518245,1.5845448960197992
AAPL,Maestri Luca,Officer,2022-08-17,S,66390.0,174.66,11595677.4,0.0007696343124695961,1.2745154926854008
AAPL,Maestri Luca,Officer,2022-08-17,S,30345.0,175.6,5328582.0,0.0007696343124695961,1.2745154926854008
PG,Coombe Gary A,Officer,2022-08-19,S,12930.0,149.21,1929285.3,0.0003758749835410584,0.4396748201546572
AAPL,Maestri Luca,Officer,2022-08-17,S,30345.0,175.6,5328582.0,0.0007696343124695961,1.2745154926854008
AAPL,Maestri Luca,Officer,2022-08-17,S,66390.0,174.66,11595677.4,0.0007696343124695961,1.2745154926854008
UNH,McMahon Dirk C,Officer,2022-08-18,S,14715.0,543.32,7994953.800000001,0.001309349669870508,0.6622910190266728
PG,Keith R. Alexandra,Officer,2022-08-18,S,17347.0,148.92,2583315.24,0.0003911467932044296,0.4388715350370039
PG,Keith R. Alexandra,Officer,2022-08-18,S,1289.0,149.15,192254.35,0.0003911467932044296,0.4388715350370039
PG,Jejurikar Shailesh,Officer,2022-08-18,S,18981.0,148.87,2825701.47,0.0003911467932044296,0.4388715350370039
PG,Whaley Susan Street,Officer,2022-08-17,S,907.0,149.33,135442.31,0.0004751174068170914,0.44237172993437424
PG,Pritchard Marc S.,Officer,2022-08-17,S,12228.0,149.33,1826007.24,0.0004751174068170914,0.44237172993437424
PG,Schulten Andre,Officer,2022-08-17,S,987.0,149.33,147388.71000000002,0.0004751174068170914,0.44237172993437424
PG,,Officer,2022-08-16,S,5000.0,150.0,750000.0,0.00041279824303482087,0.4433486249619389
PG,,Officer,2022-08-17,S,6958.0,149.33,1039038.14,0.0004751174068170914,0.44237172993437424
PG,Aguilar Moses Victor Javier,Officer,2022-08-17,S,1067.0,149.33,159335.11000000002,0.0004751174068170914,0.44237172993437424
PG,Francisco Ma. Fatima,Officer,2022-08-17,S,12252.0,149.33,1829591.16,0.0004751174068170914,0.44237172993437424
PG,Davis Jennifer L.,Officer,2022-08-17,S,7621.0,149.33,1138043.9300000002,0.0004751174068170914,0.44237172993437424
PG,Jejurikar Shailesh,Officer,2022-08-17,S,12426.0,149.33,1855574.58,0.0004751174068170914,0.44237172993437424
PG,Grabowski Mary Theresa,Officer,2022-08-17,S,8624.0,149.33,1287821.9200000002,0.0004751174068170914,0.44237172993437424
PG,,"Director,Officer",2022-08-17,S,767.0,149.33,114536.11000000002,0.0004751174068170914,0.44237172993437424
PG,,"Director,Officer",2022-08-17,S,29405.0,149.33,4391048.65,0.0004751174068170914,0.44237172993437424
PG,Keith R. Alexandra,Officer,2022-08-17,S,1080.0,149.33,161276.40000000002,0.0004751174068170914,0.44237172993437424
PG,Keith R. Alexandra,Officer,2022-08-17,S,14530.0,149.33,2169764.9000000004,0.0004751174068170914,0.44237172993437424
META,Wehner David M.,Officer,2022-08-15,S,1222.0,180.5,220571.0,-0.00203272193898481,1.7648460572557705
META,Taylor Susan J.S.,Officer,2022-08-16,S,1421.0,179.31,254799.51,-0.0017699907775940468,1.7664223249799544
META,Newstead Jennifer,Officer,2022-08-16,S,669.0,179.31,119958.39,-0.0017699907775940468,1.7664223249799544
META,Olivan Javier,Officer,2022-08-15,S,11714.0,180.5,2114377.0,-0.00203272193898481,1.7648460572557705
META,Levine Marne L.,Officer,2022-08-15,S,10253.0,180.5,1850666.5,-0.00203272193898481,1.7648460572557705
META,Clegg Nicholas,Officer,2022-08-16,S,4459.0,179.53,800524.27,-0.0017699907775940468,1.7664223249799544
META,Clegg Nicholas,Officer,2022-08-16,S,6482.0,178.71,1158398.22,-0.0017699907775940468,1.7664223249799544
META,Clegg Nicholas,Officer,2022-08-15,S,6029.0,180.5,1088234.5,-0.00203272193898481,1.7648460572557705
META,Bosworth Andrew,Officer,2022-08-17,S,15000.0,176.48,2647200.0,-0.0018020530044347604,1.7702958342902715
META,Bosworth Andrew,Officer,2022-08-15,S,11718.0,180.5,2115099.0,-0.00203272193898481,1.7648460572557705
META,Bosworth Andrew,Officer,2022-08-17,S,17428.0,176.48,3075693.44,-0.0018020530044347604,1.7702958342902715
AMZN,Jassy Andrew R,"Director,Officer",2022-08-15,S,15148.0,141.95,2150258.6,-0.0004895098106073946,1.5798315576775317
AMZN,Jassy Andrew R,"Director,Officer",2022-08-15,S,8272.0,142.88,1181903.36,-0.0004895098106073946,1.5798315576775317
AMZN,Jassy Andrew R,"Director,Officer",2022-08-15,S,200.0,143.69,28738.0,-0.0004895098106073946,1.5798315576775317
AMZN,Selipsky Adam,Officer,2022-08-15,S,100.0,143.59,14359.0,-0.0004895098106073946,1.5798315576775317
AMZN,Selipsky Adam,Officer,2022-08-15,S,6858.0,141.99,973767.42,-0.0004895098106073946,1.5798315576775317
AMZN,Selipsky Adam,Officer,2022-08-15,S,5362.0,142.85,765961.7,-0.0004895098106073946,1.5798315576775317
AMZN,Selipsky Adam,Officer,2022-08-16,S,270.0,142.61,38504.7,-0.0003097831134944501,1.5808141443204025
AMZN,Selipsky Adam,Officer,2022-08-16,S,209.0,143.51,29993.59,-0.0003097831134944501,1.5808141443204025
AMZN,Zapolsky David,Officer,2022-08-16,S,10480.0,145.01,1519704.7999999998,-0.0003097831134944501,1.5808141443204025
PG,Moeller Jon R,"Director,Officer",2022-08-12,S,169365.0,146.56,24822134.4,0.0004537924317024576,0.4404421664275246
PG,Moeller Jon R,"Director,Officer",2022-08-15,S,23943.0,147.86,3540211.9800000004,0.0004812407478030341,0.4432343495361578
PG,Francisco Ma. Fatima,Officer,2022-08-16,S,58538.0,149.5,8751431.0,0.00041279824303482087,0.4433486249619389
PG,Francisco Ma. Fatima,Officer,2022-08-15,S,17975.0,148.0,2660300.0,0.0004812407478030341,0.4432343495361578
MA,SACHIN J. MEHRA,Officer,2022-08-15,S,5000.0,360.0,1800000.0,0.0004031845506450717,1.1905387081333973
PG,Raman Sundar G.,Officer,2022-08-15,S,5181.0,148.01,766839.8099999999,0.0004812407478030341,0.4432343495361578
DIS,WOODFORD BRENT,Officer,2022-08-12,S,3000.0,119.03,357090.0,-0.0020976903996488567,1.007161826707072
MA,Mastercard Foundation,TenPercentOwner,2022-08-12,S,177214.0,352.34,62439580.76,0.0004171922316167323,1.1916775654232745
MA,Mastercard Foundation,TenPercentOwner,2022-08-11,S,177211.0,352.47,62461561.17,0.0004690436274990732,1.1890748451779607
PG,Grabowski Mary Theresa,Officer,2022-08-11,S,16000.0,147.0,2352000.0,0.000406451328268606,0.4438017111674387
META,Newstead Jennifer,Officer,2022-08-09,S,342.0,168.75,57712.5,-0.001941912009062398,1.7655008334441273
MA,Mastercard Foundation,TenPercentOwner,2022-08-09,S,177211.0,347.95,61660567.45,0.0003360122950434021,1.182655888933119
MA,Mastercard Foundation,TenPercentOwner,2022-08-10,S,177211.0,353.19,62589153.09,0.00035285713016929986,1.1876620870630226
MA,Mastercard Foundation,TenPercentOwner,2022-08-08,S,177211.0,353.14,62580292.54,0.00030275263360555284,1.1821700477340078
TSLA,Musk Elon,"Director,Officer,TenPercentOwner",2022-08-09,S,435.0,872.47,379524.45,0.0019607078281773894,1.9717945137518593
TSLA,Musk Elon,"Director,Officer,TenPercentOwner",2022-08-09,S,6048.0,876.63,5301858.24,0.0019607078281773894,1.9717945137518593
TSLA,Musk Elon,"Director,Officer,TenPercentOwner",2022-08-09,S,13292.0,874.29,11621062.68,0.0019607078281773894,1.9717945137518593
TSLA,Musk Elon,"Director,Officer,TenPercentOwner",2022-08-09,S,11779.0,864.85,10187068.15,0.0019607078281773894,1.9717945137518593
TSLA,Musk Elon,"Director,Officer,TenPercentOwner",2022-08-09,S,29217.0,863.62,25232385.54,0.0019607078281773894,1.9717945137518593
TSLA,Musk Elon,"Director,Officer,TenPercentOwner",2022-08-09,S,2283.0,869.21,1984406.43,0.0019607078281773894,1.9717945137518593
TSLA,Musk Elon,"Director,Officer,TenPercentOwner",2022-08-09,S,42874.0,871.2,37351828.8,0.0019607078281773894,1.9717945137518593
TSLA,Musk Elon,"Director,Officer,TenPercentOwner",2022-08-09,S,18630.0,838.57,15622559.1,0.0019607078281773894,1.9717945137518593
TSLA,Musk Elon,"Director,Officer,TenPercentOwner",2022-08-09,S,8053.0,839.98,6764358.94,0.0019607078281773894,1.9717945137518593
TSLA,Musk Elon,"Director,Officer,TenPercentOwner",2022-08-09,S,106535.0,840.89,89584216.15,0.0019607078281773894,1.9717945137518593
TSLA,Musk Elon,"Director,Officer,TenPercentOwner",2022-08-09,S,224133.0,841.85,188686366.05,0.0019607078281773894,1.9717945137518593
TSLA,Musk Elon,"Director,Officer,TenPercentOwner",2022-08-09,S,114286.0,842.69,96307669.34,0.0019607078281773894,1.9717945137518593
TSLA,Musk Elon,"Director,Officer,TenPercentOwner",2022-08-09,S,114517.0,843.7,96617992.9,0.0019607078281773894,1.9717945137518593
TSLA,Musk Elon,"Director,Officer,TenPercentOwner",2022-08-09,S,90934.0,844.82,76822861.88000001,0.0019607078281773894,1.9717945137518593
TSLA,Musk Elon,"Director,Officer,TenPercentOwner",2022-08-09,S,124348.0,845.78,105171051.44,0.0019607078281773894,1.9717945137518593
TSLA,Musk Elon,"Director,Officer,TenPercentOwner",2022-08-09,S,95946.0,846.67,81234599.82,0.0019607078281773894,1.9717945137518593
TSLA,Musk Elon,"Director,Officer,TenPercentOwner",2022-08-09,S,187030.0,847.72,158549071.6,0.0019607078281773894,1.9717945137518593
TSLA,Musk Elon,"Director,Officer,TenPercentOwner",2022-08-09,S,142968.0,848.73,121341230.64,0.0019607078281773894,1.9717945137518593
TSLA,Musk Elon,"Director,Officer,TenPercentOwner",2022-08-09,S,455650.0,849.88,387247822.0,0.0019607078281773894,1.9717945137518593
TSLA,Musk Elon,"Director,Officer,TenPercentOwner",2022-08-09,S,113618.0,850.62,96645743.16,0.0019607078281773894,1.9717945137518593
TSLA,Musk Elon,"Director,Officer,TenPercentOwner",2022-08-09,S,114897.0,851.68,97855476.96,0.0019607078281773894,1.9717945137518593
TSLA,Musk Elon,"Director,Officer,TenPercentOwner",2022-08-09,S,113022.0,852.69,96372729.18,0.0019607078281773894,1.9717945137518593
TSLA,Musk Elon,"Director,Officer,TenPercentOwner",2022-08-09,S,136789.0,853.74,116782240.86,0.0019607078281773894,1.9717945137518593
TSLA,Musk Elon,"Director,Officer,TenPercentOwner",2022-08-09,S,67457.0,854.71,57656172.47,0.0019607078281773894,1.9717945137518593
TSLA,Musk Elon,"Director,Officer,TenPercentOwner",2022-08-09,S,66202.0,855.63,56644417.26,0.0019607078281773894,1.9717945137518593
TSLA,Musk Elon,"Director,Officer,TenPercentOwner",2022-08-09,S,74948.0,856.77,64213197.96,0.0019607078281773894,1.9717945137518593
TSLA,Musk Elon,"Director,Officer,TenPercentOwner",2022-08-09,S,49740.0,857.63,42658516.2,0.0019607078281773894,1.9717945137518593
TSLA,Musk Elon,"Director,Officer,TenPercentOwner",2022-08-09,S,68785.0,858.84,59075309.4,0.0019607078281773894,1.9717945137518593
TSLA,Musk Elon,"Director,Officer,TenPercentOwner",2022-08-09,S,100838.0,859.9,86710596.2,0.0019607078281773894,1.9717945137518593
TSLA,Musk Elon,"Director,Officer,TenPercentOwner",2022-08-09,S,146968.0,860.85,126517402.8,0.0019607078281773894,1.9717945137518593
TSLA,Musk Elon,"Director,Officer,TenPercentOwner",2022-08-09,S,97548.0,861.75,84061989.0,0.0019607078281773894,1.9717945137518593
TSLA,Musk Elon,"Director,Officer,TenPercentOwner",2022-08-09,S,94328.0,862.82,81388084.96000001,0.0019607078281773894,1.9717945137518593
TSLA,Musk Elon,"Director,Officer,TenPercentOwner",2022-08-09,S,6130.0,866.56,5312012.8,0.0019607078281773894,1.9717945137518593
TSLA,Musk Elon,"Director,Officer,TenPercentOwner",2022-08-08,S,6749.0,897.88,6059792.12,0.0019157604246675321,1.971478972921178
TSLA,Musk Elon,"Director,Officer,TenPercentOwner",2022-08-08,S,10876.0,898.84,9775783.84,0.0019157604246675321,1.971478972921178
TSLA,Musk Elon,"Director,Officer,TenPercentOwner",2022-08-08,S,900.0,901.4,811260.0,0.0019157604246675321,1.971478972921178
TSLA,Musk Elon,"Director,Officer,TenPercentOwner",2022-08-08,S,19745.0,900.62,17782741.9,0.0019157604246675321,1.971478972921178
TSLA,Musk Elon,"Director,Officer,TenPercentOwner",2022-08-08,S,21310.0,899.86,19176016.6,0.0019157604246675321,1.971478972921178
TSLA,Musk Elon,"Director,Officer,TenPercentOwner",2022-08-08,S,55272.0,881.82,48739955.04,0.0019157604246675321,1.971478972921178
TSLA,Musk Elon,"Director,Officer,TenPercentOwner",2022-08-08,S,44748.0,882.84,39505324.32,0.0019157604246675321,1.971478972921178
