Date,AAPL,ADBE,AMZN,BAC,BRK-B,DIS,GOOGL,HD,JNJ,JPM,MA,META,MSFT,NVDA,PG,PYPL,TSLA,UNH,V,VZ
2021-01-19,124.09861755371094,456.5,156.03799438476562,28.729412078857422,234.5500030517578,167.01695251464844,88.43928527832031,238.46864318847656,139.67601013183594,120.40035247802734,315.6936340332031,258.82708740234375,206.7620086669922,12.972902297973633,115.3228988647461,245.12709045410156,281.51666259765625,320.293212890625,193.31764221191406,40.68883514404297
2021-01-20,128.17604064941406,469.7300109863281,163.16900634765625,28.35243034362793,234.75999450683594,168.35494995117188,93.1772689819336,239.4375762939453,139.3328094482422,118.5948715209961,324.3816223144531,265.151611328125,214.3087921142578,13.312029838562012,113.88135528564453,242.16275024414062,283.48333740234375,319.06549072265625,197.48764038085938,40.83861541748047
2021-01-21,132.8747100830078,472.0199890136719,165.34950256347656,27.852712631225586,234.16000366210938,166.0667724609375,93.37947845458984,243.58392333984375,138.77503967285156,117.60053253173828,323.9263610839844,270.4945983886719,214.91064453125,13.81176471710205,113.7693099975586,246.50514221191406,281.663330078125,322.8486022949219,196.65365600585938,40.84574508666992
2021-01-22,135.01048278808594,472.44000244140625,164.6114959716797,27.659835815429688,232.9199981689453,167.52113342285156,93.7962875366211,247.90469360351562,140.33673095703125,116.69343566894531,318.64776611328125,272.11041259765625,215.8468017578125,13.657388687133789,112.89221954345703,249.83628845214844,282.21331787109375,316.0733642578125,193.66270446777344,40.98838806152344
2021-01-25,138.7481231689453,473.44000244140625,164.6999969482422,27.317928314208984,233.00999450683594,166.65821838378906,93.88152313232422,248.84742736816406,142.42185974121094,115.2368392944336,318.8414001464844,275.5899353027344,219.2667236328125,13.598376274108887,114.83744812011719,245.62278747558594,293.6000061035156,316.3099060058594,192.6657257080078,41.66593933105469
2021-01-26,138.9811248779297,476.2799987792969,166.30650329589844,27.12505340576172,231.57000732421875,164.3991241455078,94.55902862548828,246.6826934814453,146.2831268310547,114.76587677001953,317.3983154296875,279.5947265625,221.9414825439453,13.381253242492676,115.5755844116211,238.93075561523438,294.36334228515625,312.0354309082031,193.65313720703125,40.34649658203125
2021-01-27,137.9132537841797,460.0,161.62899780273438,26.151918411254883,227.36000061035156,158.06788635253906,90.14764404296875,239.21934509277344,144.05218505859375,111.52123260498047,305.57208251953125,269.77099609375,222.48599243164062,12.865835189819336,111.48541259765625,227.96571350097656,288.0533447265625,302.83197021484375,186.90435791015625,39.319461822509766
2021-01-28,133.08828735351562,465.6700134277344,161.88099670410156,26.581501007080078,230.9499969482422,166.6485137939453,91.8455810546875,242.71087646484375,145.1505126953125,113.48371887207031,314.0858154296875,262.6931457519531,228.2464141845703,12.998547554016113,113.20486450195312,235.74830627441406,278.4766540527344,307.5246887207031,190.0198974609375,39.490638732910156
2021-01-29,128.10812377929688,458.7699890136719,160.30999755859375,25.994115829467773,227.8699951171875,163.05145263671875,90.56493377685547,236.3998565673828,139.97634887695312,112.22770690917969,306.3469543457031,256.0811462402344,221.58804321289062,12.937541961669922,111.33777618408203,232.29818725585938,264.510009765625,303.3685607910156,185.2554931640625,39.04845428466797
2021-02-01,130.22445678710938,470.0,167.1439971923828,26.265888214111328,229.32000732421875,165.76622009277344,93.82156372070312,235.7451934814453,139.61595153808594,113.05630493164062,311.4512634277344,259.7291564941406,228.9342041015625,13.18380069732666,111.99776458740234,239.77345275878906,279.9366760253906,303.75054931640625,190.1540985107422,38.71323013305664
2021-02-02,131.04962158203125,484.92999267578125,169.0,27.203950881958008,232.24000549316406,171.57391357421875,95.11260986328125,237.56961059570312,138.36317443847656,116.53643798828125,323.8586120605469,264.7549743652344,228.8004608154297,13.502264976501465,111.8414535522461,246.96121215820312,290.92999267578125,308.0430603027344,194.2283172607422,38.870147705078125
2021-02-03,130.03025817871094,481.9200134277344,165.62649536132812,27.686138153076172,232.67999267578125,171.06002807617188,102.03919982910156,239.3241424560547,137.7196502685547,117.87091064453125,322.3573303222656,264.32879638671875,232.13441467285156,13.47612190246582,111.98040771484375,249.73715209960938,284.89666748046875,307.2882385253906,193.02999877929688,39.076969146728516
2021-02-04,133.3795623779297,489.3800048828125,166.5500030517578,28.492698669433594,235.77000427246094,174.74436950683594,101.77901458740234,243.3831787109375,138.99813842773438,120.58351135253906,330.1156005859375,264.1701354980469,231.18865966796875,13.609333992004395,112.04988098144531,268.1080627441406,283.3299865722656,299.4944763183594,200.59364318847656,39.326602935791016
2021-02-05,132.96636962890625,492.1199951171875,167.6074981689453,28.37872886657715,235.16000366210938,175.6460723876953,103.52352905273438,243.4180145263672,141.10899353027344,120.3480224609375,328.1008605957031,265.7661437988281,231.37017822265625,13.536375045776367,112.5188217163086,267.1265563964844,284.07666015625,295.1200256347656,200.1334991455078,39.45498275756836
2021-02-08,133.11215209960938,493.760009765625,166.14700317382812,29.009950637817383,237.4199981689453,184.2169952392578,103.30992126464844,244.4392547607422,141.51229858398438,122.23201751708984,326.4349670410156,264.2593688964844,231.62811279296875,14.380718231201172,112.17145538330078,279.7472839355469,287.8066711425781,294.9654541015625,198.3312530517578,39.26240158081055
2021-02-09,132.2371368408203,496.04998779296875,165.25,28.887216567993164,239.91000366210938,182.48147583007812,102.8574447631836,241.5936279296875,142.67068481445312,121.74352264404297,322.95782470703125,267.10443115234375,232.8699493408203,14.205923080444336,111.73725891113281,281.75982666015625,283.1533203125,299.7763366699219,197.97657775878906,39.22674560546875
2021-02-10,131.63438415527344,492.6700134277344,164.32899475097656,28.91352081298828,239.9199981689453,183.8582763671875,103.40706634521484,243.26963806152344,143.13400268554688,121.81334686279297,323.7035217285156,269.50335693359375,231.9624481201172,14.704910278320312,111.3464584350586,280.7485656738281,268.2733459472656,303.2049560546875,197.8998565673828,39.198219299316406
2021-02-11,131.38157653808594,496.6199951171875,163.10650634765625,28.825849533081055,239.75999450683594,185.0993194580078,103.51957702636719,241.84681701660156,142.490478515625,121.47318267822266,332.0914001464844,268.0362243652344,233.5577850341797,15.189455032348633,111.4419937133789,282.58270263671875,270.5533447265625,302.90478515625,202.25877380371094,38.94145965576172
2021-02-12,131.61488342285156,498.8399963378906,163.885498046875,29.25542640686035,242.4600067138672,181.95791625976562,103.830810546875,242.23959350585938,142.93667602539062,123.2001724243164,330.2801818847656,268.1452941894531,234.03541564941406,14.901118278503418,110.825439453125,295.80816650390625,272.0400085449219,298.51220703125,201.5867156982422,38.65618133544922
2021-02-16,129.49539184570312,501.6400146484375,163.44749450683594,30.04445457458496,245.27999877929688,180.67811584472656,104.607421875,240.3890838623047,141.64097595214844,126.16568756103516,330.4835510253906,271.58502197265625,232.8031005859375,15.268635749816895,111.0859603881836,302.1730651855469,265.40667724609375,295.2200622558594,199.60882568359375,38.620521545410156
2021-02-17,127.2105484008789,491.2300109863281,165.4320068359375,30.16719627380371,245.25,180.765380859375,104.99994659423828,245.21615600585938,142.1472625732422,126.55821228027344,326.7254943847656,271.18853759765625,233.8180389404297,14.846088409423828,111.5549087524414,294.648193359375,266.04998779296875,297.2572021484375,199.23439025878906,40.64604568481445
2021-02-18,126.11193084716797,488.3699951171875,166.4114990234375,29.97432518005371,243.5,177.4300537109375,104.36506652832031,247.07545471191406,142.21585083007812,126.98554992675781,327.8200378417969,267.044921875,233.4254913330078,14.769401550292969,112.48408508300781,288.31304931640625,262.4599914550781,298.6668395996094,201.0010528564453,40.638912200927734
2021-02-19,126.26749420166016,479.1199951171875,162.4949951171875,30.281160354614258,241.85000610351562,178.06027221679688,103.52254486083984,244.09884643554688,139.84764099121094,129.10504150390625,322.6962585449219,259.2830810546875,230.72537231445312,14.866509437561035,110.39122009277344,284.45648193359375,260.4333190917969,295.1837463378906,196.56532287597656,40.26090621948242
2021-02-22,122.50482940673828,467.3299865722656,159.03700256347656,30.81595802307129,244.97000122070312,185.92343139648438,101.81021118164062,240.79054260253906,139.7613067626953,130.31741333007812,329.9508972167969,258.06378173828125,224.54000854492188,14.298051834106445,109.92229461669922,271.49871826171875,238.1666717529297,297.96661376953125,200.0121307373047,40.26090621948242
2021-02-23,122.36869049072266,467.79998779296875,159.72500610351562,31.140329360961914,245.52999877929688,191.09121704101562,102.10064697265625,233.2748260498047,138.52659606933594,131.36404418945312,339.40411376953125,263.545654296875,223.3527069091797,14.085162162780762,110.73857879638672,262.72467041015625,232.94667053222656,299.6672668457031,203.65097045898438,40.67456817626953
2021-02-24,121.87284851074219,476.6199951171875,157.97650146484375,31.894290924072266,248.4499969482422,191.49842834472656,103.27472686767578,226.92886352539062,140.3829345703125,133.67544555664062,355.7728271484375,262.0091857910156,224.57830810546875,14.440725326538086,110.86015319824219,263.7854919433594,247.33999633789062,302.1226806640625,210.67906188964844,40.7387580871582
2021-02-25,117.63379669189453,459.1600036621094,152.85800170898438,31.499778747558594,243.69000244140625,185.1671600341797,99.91156005859375,222.8087615966797,140.5297088623047,131.86123657226562,343.4236145019531,252.47288513183594,219.25465393066406,13.25401782989502,109.92229461669922,251.75965881347656,227.4066619873047,299.085205078125,205.2255401611328,40.29655838012695
2021-02-26,117.89630126953125,459.6700134277344,154.64649963378906,30.430204391479492,240.50999450683594,183.28622436523438,100.20693969726562,225.50604248046875,136.8170623779297,128.36367797851562,342.7261962890625,255.37738037109375,222.5005340576172,13.659380912780762,107.2736587524414,257.618896484375,225.1666717529297,302.1318359375,203.9197998046875,39.44070816040039
2021-03-01,124.24517822265625,469.57000732421875,157.3070068359375,31.377037048339844,249.2100067138672,189.04541015625,102.57345581054688,228.36917114257812,137.55960083007812,131.26815795898438,351.4917297363281,262.6039123535156,226.86668395996094,13.786118507385254,107.93363952636719,271.28057861328125,239.47666931152344,304.3417053222656,207.99070739746094,39.48350524902344
2021-03-02,121.64923095703125,466.5899963378906,154.72650146484375,31.149091720581055,249.22000122070312,188.03707885742188,102.3167495727539,227.20822143554688,137.30055236816406,130.8407440185547,351.4141845703125,256.745361328125,223.9272003173828,13.352371215820312,107.59497833251953,266.87872314453125,228.81333923339844,304.3326110839844,207.16502380371094,39.212486267089844
2021-03-03,118.67411041259766,448.45001220703125,150.25,31.929359436035156,251.5500030517578,186.40821838378906,99.68655395507812,224.6505889892578,134.8830108642578,133.3701934814453,348.9250183105469,253.1865997314453,217.88548278808594,12.753286361694336,106.95236206054688,252.87002563476562,217.73333740234375,302.722900390625,206.28167724609375,39.49777603149414
2021-03-04,116.79765319824219,439.05999755859375,148.8784942626953,32.1584358215332,245.47999572753906,182.3069610595703,100.80265808105469,219.03781127929688,132.16322326660156,131.32046508789062,338.5129089355469,255.39718627929688,217.0907440185547,12.320533752441406,106.07526397705078,237.01731872558594,207.14666748046875,303.5777587890625,203.06529235839844,39.0841064453125
2021-03-05,118.05186462402344,440.8299865722656,150.0229949951172,32.53728485107422,253.14999389648438,184.2073211669922,103.93191528320312,221.2986602783203,134.7793731689453,131.62576293945312,349.53521728515625,261.9794006347656,221.7537078857422,12.41141414642334,109.40123748779297,236.9974822998047,199.31666564941406,315.6640625,206.8193817138672,39.939964294433594
2021-03-08,113.13223266601562,421.20001220703125,147.59750366210938,32.713504791259766,257.6099853515625,195.76449584960938,99.4927749633789,226.1083221435547,135.90179443359375,133.3701934814453,359.6566467285156,253.0874786376953,217.7227020263672,11.546655654907227,110.55622863769531,224.1487579345703,187.6666717529297,318.4561767578125,211.485595703125,40.50339126586914
2021-03-09,117.73101806640625,439.17999267578125,153.1425018310547,31.99983787536621,259.0199890136719,188.58973693847656,101.121337890625,231.28469848632812,136.16085815429688,132.42819213867188,364.68353271484375,263.42669677734375,223.8410186767578,12.474235534667969,109.57494354248047,239.6842041015625,224.52667236328125,320.10223388671875,211.57200622558594,40.082603454589844
2021-03-10,116.65181732177734,437.010009765625,152.8820037841797,32.92494583129883,263.989990234375,189.12298583984375,100.9146728515625,233.85826110839844,137.41278076171875,135.30648803710938,369.7007141113281,262.59405517578125,222.53883361816406,12.42242431640625,110.582275390625,239.9915771484375,222.68666076660156,317.9377136230469,214.26991271972656,40.71023178100586
2021-03-11,118.5768814086914,451.05999755859375,155.67950439453125,32.8104248046875,260.9100036621094,190.76156616210938,104.1039047241211,236.1509246826172,137.40419006347656,134.6000213623047,372.2964782714844,271.495849609375,227.0486297607422,12.945744514465332,110.20887756347656,251.65057373046875,233.1999969482422,321.1207580566406,217.13108825683594,39.59048080444336
2021-03-12,117.67267608642578,444.29998779296875,154.47450256347656,33.42715072631836,260.0199890136719,191.1590576171875,101.59909057617188,239.88397216796875,137.80128479003906,136.1961212158203,370.6789855957031,266.0635070800781,225.727294921875,12.808751106262207,111.27699279785156,248.20046997070312,231.2433319091797,324.926513671875,215.4124298095703,39.67606735229492
2021-03-15,120.55056762695312,447.5899963378906,154.08399963378906,33.259742736816406,254.61000061035156,190.77125549316406,101.81915283203125,244.66229248046875,138.5093231201172,135.5158233642578,369.75885009765625,271.36700439453125,224.8272247314453,13.142768859863281,111.64173889160156,247.83364868164062,235.97999572753906,322.9734191894531,214.36590576171875,39.68321228027344
2021-03-16,122.08675384521484,450.5400085449219,154.59300231933594,33.1628303527832,251.5,188.32797241210938,103.2787094116211,247.77171325683594,139.32957458496094,133.89352416992188,370.3593444824219,276.8488464355469,227.6039581298828,13.242400169372559,111.97171783447266,247.1693878173828,225.6266632080078,323.63067626953125,215.73890686035156,39.68321228027344
2021-03-17,121.29920959472656,451.010009765625,156.7864990234375,33.43595504760742,252.0,189.29751586914062,103.1959457397461,245.97109985351562,138.81150817871094,135.27157592773438,366.7756652832031,281.5376892089844,226.96240234375,13.292216300964355,111.52015686035156,249.31085205078125,233.93666076660156,321.4219665527344,214.12588500976562,39.761653900146484
2021-03-18,117.1865463256836,439.17999267578125,151.39950561523438,34.308197021484375,252.4600067138672,186.42759704589844,100.17869567871094,248.72039794921875,138.55250549316406,137.50445556640625,355.4627685546875,276.194580078125,220.91111755371094,12.675741195678711,111.7633056640625,236.36300659179688,217.72000122070312,330.4299011230469,211.86000061035156,40.16106033325195
2021-03-19,116.66154479980469,441.5,153.7480010986328,33.94697189331055,250.99000549316406,185.3223114013672,100.45722198486328,253.93795776367188,138.18124389648438,135.31521606445312,345.3026123046875,287.5845031738281,220.55685424804688,12.798539161682129,111.16411590576172,239.20834350585938,218.2899932861328,333.65155029296875,198.6487579345703,40.11112976074219
2021-03-22,119.96720886230469,452.4100036621094,155.5435028076172,33.180458068847656,250.36000061035156,186.98995971679688,100.64208221435547,253.79739379882812,138.57839965820312,131.67808532714844,347.13311767578125,290.9847106933594,225.9571075439453,13.137785911560059,113.04852294921875,242.28668212890625,223.3333282470703,334.8197937011719,199.70489501953125,40.360755920410156
2021-03-23,119.14082336425781,460.20001220703125,156.875,32.5108528137207,248.30999755859375,182.98565673828125,101.1694107055664,254.7109832763672,138.4488983154297,130.36105346679688,344.1015319824219,288.1000671386719,227.4794464111328,13.022710800170898,115.15010833740234,241.67697143554688,220.72000122070312,336.3166198730469,199.8489227294922,40.588985443115234
2021-03-24,116.75875091552734,451.510009765625,154.35350036621094,32.5108528137207,249.6300048828125,179.0977020263672,100.7332763671875,257.14404296875,139.79583740234375,131.37278747558594,348.3439025878906,279.6839599609375,225.4496307373047,12.596531867980957,115.1153564453125,232.25852966308594,210.08999633789062,338.23321533203125,199.77206420898438,40.660301208496094
2021-03-25,117.2448959350586,450.989990234375,152.31300354003906,33.180458068847656,250.75,181.22105407714844,100.72979736328125,261.0352478027344,139.84764099121094,133.05615234375,347.09442138671875,276.3135070800781,222.46224975585938,12.489180564880371,115.91427612304688,232.2288055419922,213.4633331298828,338.680419921875,199.6761016845703,40.924190521240234
